visit_grid,avg_ses_2403,avg_ses_1903
189553,52,47
189554,50,50
189555,45,43
189556,42,43
189557,46,46
189558,54,44
189559,67,47
189560,51,48
189561,47,48
189562,55,50
189563,52,54
189564,49,53
189565,59,51
189566,43,56
189567,49,40
189568,46,54
189569,47,46
189570,42,40
189571,56,47
189572,45,55
189573,46,47
189574,50,44
189575,54,49
189576,65,44
189577,49,47
189578,41,54
189579,49,51
189580,44,52
189581,49,54
189582,47,46
189583,40,47
189584,54,50
189585,47,45
189586,52,45
189587,46,46
189588,45,42
189589,41,45
189590,49,50
189591,48,60
189592,39,43
189593,51,43
189594,40,51
189595,52,59
189596,44,58
189597,62,51
189598,46,73
189599,46,47
189600,52,51
189601,44,56
189602,51,43
189603,44,52
189604,36,39
189605,38,24
189606,33,34
189607,51,44
189608,44,24
189609,51,52
189610,46,46
189611,43,37
189612,42,26
189613,37,30
189614,34,32
189615,23,46
189616,36,59
189617,18,42
189618,32,44
189619,53,25
189620,38,37
189621,38,42
189622,31,49
189623,26,54
189624,37,62
189625,21,53
189626,38,55
189627,19,55
189628,20,47
189629,61,60
189630,52,53
189631,41,59
190158,50,29
190159,61,58
190160,43,54
190161,58,38
190166,54,82
190167,35,67
190168,46,68
190169,56,62
190170,54,58
190171,39,47
190173,63,28
190174,57,42
190175,68,51
190176,67,45
190177,65,65
190178,60,66
190179,54,61
190180,53,66
190181,52,53
190182,60,49
190183,54,54
190184,51,56
190185,59,59
190186,38,57
190187,69,56
190188,55,62
190189,57,62
190190,61,67
190191,47,51
190192,42,51
190193,55,68
190194,50,52
190195,70,59
190196,41,46
190197,69,74
190198,59,53
190199,77,56
190200,60,60
190201,60,57
190202,61,49
190203,61,50
190204,67,60
190205,64,59
190206,56,62
190207,61,67
190208,61,60
190209,53,58
190210,54,54
190211,56,55
190212,48,51
190213,47,46
190214,48,48
190215,47,47
190216,50,47
190217,45,42
190218,50,49
190219,54,60
190220,50,57
190221,46,57
190222,47,51
190223,51,50
190224,47,51
190225,51,50
190226,57,46
190227,53,46
190228,48,56
190229,46,53
190230,53,53
190231,55,53
190232,52,58
190233,51,58
190234,54,51
190235,55,56
190236,56,61
190237,53,61
190238,52,57
190239,51,54
190240,46,54
190241,47,47
190242,51,44
190243,55,54
190244,50,54
190245,54,56
190246,54,48
190247,51,53
190248,38,48
190249,43,43
190250,44,48
190251,45,52
190252,47,48
190253,37,48
190254,48,37
190255,43,40
190256,45,52
190257,47,47
190258,48,42
190259,46,43
190260,43,42
190261,47,45
190262,47,47
190263,52,48
190264,53,49
190265,44,47
190266,49,48
190267,48,48
190268,49,51
190269,50,45
190270,47,48
190271,51,43
190272,52,47
190273,48,56
190274,33,47
190275,56,56
190276,46,43
190277,35,49
190278,54,57
190279,53,54
190280,47,29
190281,52,52
190282,38,57
190283,44,49
190284,45,47
190285,60,42
190286,57,45
190287,41,52
190288,54,51
190289,54,42
190290,36,56
190291,54,55
190292,53,49
190293,47,55
190294,40,50
190295,48,53
190296,43,49
190297,41,49
190298,39,52
190299,45,52
190300,44,46
190301,40,48
190302,44,37
190303,48,50
190304,40,46
190305,50,42
190306,39,61
190307,48,71
190308,49,62
190309,43,77
190310,54,57
190311,43,58
190312,42,57
190313,45,34
190314,40,48
190315,46,50
190316,50,50
190317,41,29
190318,24,38
190319,33,37
190320,34,28
190321,44,49
190322,49,43
190323,40,38
190324,44,44
190325,31,39
190326,38,29
190327,28,32
190328,37,35
190329,38,46
190330,35,40
190331,43,40
190332,44,46
190333,40,57
190334,54,38
190335,31,53
190336,29,58
190337,42,73
190338,37,46
190339,30,65
190340,36,55
190341,23,57
190342,33,43
190343,56,49
190344,34,47
190345,59,84
190873,57,43
190874,41,29
190875,37,39
190876,45,39
190880,44,42
190881,44,47
190882,52,52
190883,45,70
190884,58,46
190885,47,58
190886,55,56
190887,49,57
190888,52,44
190889,61,50
190890,54,50
190891,60,39
190892,65,65
190893,67,54
190894,59,57
190895,57,49
190896,59,55
190897,56,55
190898,48,53
190899,48,54
190900,69,51
190901,50,62
190902,50,60
190903,66,59
190904,55,55
190905,48,64
190906,46,51
190907,38,49
190908,43,52
190909,50,49
190910,47,62
190911,53,64
190912,69,53
190913,51,61
190914,60,53
190915,49,55
190916,54,51
190917,51,61
190918,63,59
190919,59,63
190920,56,54
190921,66,58
190922,59,56
190923,61,75
190924,57,53
190925,50,64
190926,48,50
190927,49,53
190928,48,49
190929,47,49
190930,47,47
190931,46,50
190932,49,47
190933,49,50
190934,49,49
190935,53,46
190936,49,46
190937,49,48
190938,53,48
190939,44,45
190940,47,51
190941,53,45
190942,50,49
190943,45,53
190944,50,56
190945,48,55
190946,53,56
190947,54,60
190948,49,52
190949,49,55
190950,55,57
190951,50,49
190952,50,58
190953,52,57
190954,45,51
190955,45,47
190956,42,54
190957,53,51
190958,51,65
190959,56,56
190960,50,50
190961,44,55
190962,46,51
190963,46,52
190964,44,50
190965,41,49
190966,46,51
190967,44,52
190968,52,50
190969,50,48
190970,50,48
190971,45,45
190972,50,47
190973,46,45
190974,44,40
190975,47,45
190976,49,47
190977,54,44
190978,39,41
190979,44,44
190980,49,52
190981,46,50
190982,48,46
190983,45,51
190984,50,44
190985,36,53
190986,46,46
190987,53,45
190988,50,39
190989,55,46
190990,72,47
190991,51,51
190992,44,51
190993,63,51
190994,57,45
190995,48,55
190996,46,52
190997,49,45
190998,42,48
190999,50,51
191000,50,48
191001,51,42
191002,46,48
191003,54,58
191004,45,51
191005,56,52
191006,44,48
191007,47,57
191008,56,54
191009,48,55
191010,38,55
191011,62,52
191012,51,45
191013,46,49
191014,49,44
191015,65,52
191016,55,49
191017,38,47
191018,43,40
191019,49,58
191020,40,78
191021,47,42
191022,36,56
191023,40,47
191024,44,61
191025,54,39
191026,47,49
191027,51,45
191028,57,44
191029,52,62
191030,50,37
191031,37,53
191032,29,35
191033,46,44
191034,35,49
191035,45,38
191036,36,34
191037,43,33
191038,49,36
191039,39,31
191040,38,33
191041,39,40
191042,48,34
191043,36,38
191044,45,46
191045,41,47
191046,37,42
191047,32,39
191048,32,54
191049,36,46
191050,27,37
191051,44,25
191052,30,49
191053,33,47
191054,35,52
191055,53,54
191056,45,70
191057,26,66
191058,25,68
191059,65,74
191588,63,49
191589,40,56
191590,39,37
191591,44,40
191592,50,42
191593,50,44
191594,62,32
191595,55,72
191597,57,72
191598,61,62
191599,52,67
191600,47,62
191601,61,55
191602,40,63
191603,40,65
191604,60,56
191605,54,49
191606,65,53
191607,59,56
191608,58,54
191609,50,61
191610,59,55
191611,51,52
191612,57,45
191613,47,60
191614,44,51
191615,50,59
191616,48,59
191617,51,59
191618,68,48
191619,46,53
191620,47,53
191621,50,61
191622,68,57
191623,36,60
191624,26,51
191625,48,56
191626,42,66
191627,45,64
191628,56,60
191629,57,62
191630,66,54
191631,60,57
191632,52,69
191633,55,51
191634,53,52
191635,63,51
191636,59,53
191637,57,58
191638,53,53
191639,55,59
191640,49,65
191641,49,57
191642,46,51
191643,47,46
191644,47,48
191645,50,51
191646,48,46
191647,50,47
191648,47,47
191649,46,49
191650,44,48
191651,46,51
191652,53,48
191653,45,51
191654,51,54
191655,55,48
191656,46,48
191657,50,54
191658,48,56
191659,72,57
191660,53,50
191661,50,48
191662,51,53
191663,47,51
191664,47,55
191665,47,60
191666,48,56
191667,50,51
191668,48,56
191669,50,56
191670,50,51
191671,56,63
191672,50,53
191673,47,57
191674,38,45
191675,49,54
191676,38,57
191677,52,47
191678,39,53
191679,42,50
191680,42,43
191681,39,42
191682,37,48
191683,46,48
191684,58,50
191685,40,41
191686,49,41
191687,43,36
191688,47,39
191689,43,41
191690,52,47
191691,56,46
191692,43,47
191693,49,47
191694,42,52
191695,47,48
191696,47,48
191697,63,50
191698,48,49
191699,47,53
191700,69,57
191701,56,43
191702,63,49
191703,47,53
191704,60,49
191705,49,47
191706,57,44
191707,47,51
191708,42,57
191709,42,47
191710,55,56
191711,48,60
191712,54,54
191713,44,43
191714,27,41
191715,29,40
191716,68,60
191717,41,56
191718,48,59
191719,57,48
191720,35,53
191721,57,54
191722,42,54
191723,57,52
191724,50,46
191725,40,54
191726,49,62
191727,52,47
191728,39,51
191729,52,52
191730,51,52
191731,57,44
191732,54,47
191733,48,54
191734,43,52
191735,41,52
191736,41,48
191737,55,44
191738,32,43
191739,49,59
191740,49,41
191741,55,52
191742,48,48
191743,42,57
191744,53,53
191745,50,43
191746,64,47
191747,42,22
191748,46,33
191749,39,40
191750,43,40
191751,43,29
191752,47,28
191753,37,34
191754,28,24
191755,44,28
191756,38,34
191757,29,39
191758,33,38
191759,36,56
191760,48,45
191761,46,49
191762,27,58
191763,33,53
191764,61,44
191765,33,64
191766,32,44
191767,54,55
191768,49,50
191769,36,62
191770,50,59
191771,42,64
191772,53,68
192303,60,32
192304,49,52
192305,50,47
192306,58,53
192307,45,61
192308,48,24
192310,53,57
192314,65,63
192315,47,43
192316,59,56
192317,59,54
192318,61,49
192319,57,51
192320,68,53
192321,60,53
192322,58,58
192323,61,40
192324,52,52
192325,64,48
192326,50,43
192327,57,47
192328,52,49
192329,42,53
192330,40,53
192331,66,54
192332,66,56
192333,47,57
192334,60,57
192335,61,72
192336,44,53
192337,51,53
192338,62,46
192339,50,67
192340,47,64
192341,57,59
192342,49,57
192343,54,64
192344,63,52
192345,60,38
192346,53,48
192347,61,45
192348,54,47
192349,59,52
192350,50,56
192351,58,57
192352,60,53
192353,67,61
192354,56,61
192355,54,60
192356,63,54
192357,48,52
192358,52,48
192359,51,50
192360,47,48
192361,47,45
192362,46,47
192363,46,48
192364,43,47
192365,44,45
192366,44,54
192367,53,50
192368,45,51
192369,51,51
192370,51,45
192371,50,49
192372,52,53
192373,50,55
192374,49,45
192375,49,52
192376,47,57
192377,51,52
192378,48,56
192379,45,59
192380,55,55
192381,46,54
192382,51,69
192383,48,66
192384,58,48
192385,53,45
192386,49,59
192387,44,59
192388,43,53
192389,40,50
192390,40,51
192391,34,57
192392,47,51
192393,38,50
192394,39,47
192395,36,45
192396,44,37
192397,57,36
192398,45,35
192399,47,37
192400,37,39
192401,45,41
192402,46,37
192403,42,42
192404,46,41
192405,46,42
192406,52,46
192407,56,50
192408,46,54
192409,48,59
192410,48,51
192411,48,51
192412,42,49
192413,41,53
192414,52,61
192415,54,53
192416,55,53
192417,48,56
192418,56,53
192419,35,51
192420,40,56
192421,54,51
192422,64,47
192423,56,56
192424,45,34
192425,55,54
192426,61,49
192427,55,34
192428,54,47
192429,74,50
192430,35,66
192431,66,63
192432,43,42
192433,56,57
192434,53,51
192435,56,51
192436,60,76
192437,67,47
192438,57,51
192439,53,59
192440,43,60
192441,45,49
192442,49,52
192443,46,54
192444,42,53
192445,48,53
192446,51,46
192447,54,49
192448,51,55
192449,41,42
192450,52,46
192451,50,68
192452,52,53
192453,47,61
192454,41,46
192455,55,43
192456,52,51
192457,51,50
192458,45,42
192459,58,43
192460,52,39
192461,42,24
192462,43,29
192463,57,28
192464,42,37
192465,36,43
192466,40,39
192467,41,24
192468,26,24
192469,36,19
192470,39,18
192471,40,24
192472,39,34
192473,41,36
192474,32,43
192475,41,45
192476,54,50
192477,29,59
192478,47,59
192479,35,56
192480,42,53
192481,55,46
192482,40,47
192483,59,48
192484,66,55
192485,37,69
192486,40,60
193018,47,51
193019,42,66
193020,59,29
193021,44,51
193022,56,47
193023,58,57
193024,54,39
193025,70,72
193026,46,52
193027,57,55
193028,60,45
193029,50,44
193030,66,40
193031,54,61
193032,42,62
193033,61,60
193034,57,52
193035,53,44
193036,55,51
193037,50,52
193038,47,50
193039,39,44
193040,38,46
193041,44,43
193042,69,47
193043,51,46
193044,61,63
193045,69,55
193046,56,56
193047,56,58
193048,50,59
193049,40,61
193050,61,69
193051,56,59
193052,82,64
193053,44,60
193054,51,50
193055,43,59
193056,53,42
193057,58,65
193058,36,57
193059,50,62
193060,40,55
193061,55,50
193062,56,50
193063,52,42
193064,50,43
193065,51,53
193066,55,52
193067,61,60
193068,55,57
193069,51,57
193070,41,55
193071,52,52
193072,54,61
193073,49,53
193074,47,49
193075,45,47
193076,45,47
193077,50,49
193078,48,50
193079,43,43
193080,46,47
193081,48,52
193082,49,51
193083,50,52
193084,48,51
193085,50,51
193086,52,58
193087,46,48
193088,48,47
193089,51,52
193090,52,55
193091,46,52
193092,55,48
193093,46,50
193094,47,53
193095,43,52
193096,46,54
193097,55,62
193098,55,56
193099,53,46
193100,45,45
193101,41,47
193102,48,52
193103,43,46
193104,49,59
193105,50,50
193106,51,51
193107,47,55
193108,39,50
193109,40,35
193110,44,41
193111,51,45
193112,49,37
193113,42,34
193114,44,31
193115,45,40
193116,47,42
193117,41,42
193118,40,44
193119,46,39
193120,48,41
193121,50,48
193122,53,55
193123,43,53
193124,45,47
193125,52,51
193126,46,49
193127,45,54
193128,51,44
193129,54,49
193130,49,47
193131,55,53
193132,44,55
193133,53,51
193134,36,50
193135,47,62
193136,42,36
193137,51,55
193138,55,49
193139,34,32
193140,55,44
193141,56,38
193142,36,49
193143,51,64
193144,46,48
193145,58,62
193146,56,45
193147,51,49
193148,46,66
193149,48,54
193150,37,62
193151,46,53
193152,56,48
193153,57,36
193154,56,44
193155,45,55
193156,42,61
193157,55,50
193158,45,61
193159,43,46
193160,44,56
193161,46,38
193162,48,54
193163,47,54
193164,46,41
193165,48,45
193166,49,39
193167,49,42
193168,40,38
193169,50,43
193170,54,43
193171,42,45
193172,41,43
193173,45,37
193174,50,45
193175,41,19
193176,38,30
193177,52,27
193178,36,42
193179,52,32
193180,36,38
193181,40,40
193182,31,40
193183,36,36
193184,47,41
193185,40,36
193186,44,35
193187,41,43
193188,45,53
193189,47,45
193190,38,54
193191,38,51
193192,51,46
193193,23,59
193194,40,48
193195,33,40
193196,29,54
193197,37,73
193198,18,53
193199,46,71
193733,46,40
193734,54,50
193735,49,41
193736,52,66
193737,54,57
193738,49,53
193739,60,54
193740,55,60
193741,57,52
193742,47,50
193743,46,59
193744,63,61
193745,46,55
193746,50,58
193747,55,67
193748,50,50
193749,39,53
193750,49,54
193751,46,51
193752,46,49
193753,48,45
193754,50,43
193755,59,51
193756,40,46
193757,50,60
193758,49,58
193759,52,56
193760,55,59
193761,53,46
193762,42,62
193763,64,48
193764,64,40
193765,45,58
193766,37,79
193767,64,48
193768,41,60
193769,34,43
193770,49,57
193771,40,61
193772,50,61
193773,58,60
193774,50,62
193775,50,65
193776,54,54
193777,55,52
193778,60,46
193779,47,61
193780,55,63
193781,67,72
193782,66,65
193783,57,59
193784,61,53
193785,56,54
193786,54,59
193787,59,52
193788,55,51
193789,43,45
193790,51,49
193791,52,40
193792,46,45
193793,43,40
193794,42,52
193795,47,48
193796,48,55
193797,51,57
193798,53,53
193799,49,57
193800,51,47
193801,44,47
193802,50,44
193803,47,49
193804,52,56
193805,49,52
193806,53,50
193807,51,47
193808,45,48
193809,51,50
193810,44,54
193811,46,45
193812,45,50
193813,47,51
193814,43,46
193815,42,48
193816,48,51
193817,44,52
193818,43,54
193819,44,56
193820,56,58
193821,52,51
193822,37,38
193823,52,40
193824,44,46
193825,45,46
193826,59,41
193827,39,36
193828,48,32
193829,47,41
193830,41,43
193831,46,38
193832,47,49
193833,52,42
193834,41,43
193835,42,45
193836,48,48
193837,47,53
193838,47,46
193839,40,43
193840,41,40
193841,42,53
193842,50,57
193843,51,58
193844,51,58
193845,48,50
193846,44,57
193847,61,50
193848,27,68
193849,55,47
193850,39,60
193851,42,48
193852,44,46
193853,38,35
193854,50,46
193855,53,29
193856,54,43
193857,63,47
193858,49,56
193859,51,52
193860,46,51
193861,50,54
193862,46,61
193863,39,68
193864,57,38
193865,61,43
193866,51,59
193867,66,53
193868,52,51
193869,50,32
193870,45,53
193871,48,57
193872,54,55
193873,40,47
193874,46,47
193875,45,49
193876,51,46
193877,52,51
193878,46,50
193879,37,37
193880,39,41
193881,47,44
193882,37,47
193883,43,34
193884,39,48
193885,40,41
193886,43,38
193887,45,42
193888,45,33
193889,47,30
193890,50,21
193891,36,21
193892,34,11
193893,41,19
193894,33,33
193895,33,43
193896,45,46
193897,45,48
193898,33,45
193899,46,39
193900,43,41
193901,41,51
193902,40,44
193903,36,40
193904,43,38
193905,51,41
193906,50,46
193907,38,50
193908,38,50
193909,51,47
193910,54,59
193911,26,63
193912,59,65
193913,29,72
194448,54,56
194449,42,49
194450,39,70
194451,49,54
194452,47,66
194453,43,64
194455,52,58
194456,47,69
194457,44,66
194458,47,71
194459,55,61
194460,54,51
194461,52,53
194462,50,52
194463,56,51
194464,52,48
194465,47,50
194466,46,50
194467,44,48
194468,53,40
194469,57,49
194470,58,60
194471,40,50
194472,52,68
194473,72,52
194474,75,58
194475,50,49
194476,57,73
194477,69,28
194478,56,71
194479,60,76
194480,49,68
194481,47,49
194482,52,60
194483,74,75
194484,52,70
194485,53,60
194486,60,68
194487,55,77
194488,57,51
194489,60,58
194490,59,74
194491,66,58
194492,61,59
194493,51,60
194494,53,61
