visit_grid,ses1_fre,ses2_fre,ses3_fre,ses4_fre
142374,2094.0,2515.0,1631.0,1544.0
142375,1095.0,3069.0,1312.0,573.0
142376,2505.0,3478.0,2861.0,2500.0
142377,1637.0,5607.0,3123.0,2317.0
142378,1452.0,3044.0,2207.0,2037.0
142379,681.0,1818.0,1307.0,376.0
142380,477.0,2064.0,857.0,460.0
142381,1038.0,3576.0,2399.0,1402.0
142382,1046.0,4231.0,2832.0,2455.0
142383,473.0,1464.0,3092.0,1283.0
142384,779.0,1535.0,3812.0,1202.0
142385,1431.0,2258.0,8231.0,1775.0
142386,1828.0,4363.0,8194.0,3400.0
142387,1905.0,6812.0,9116.0,4696.0
142388,546.0,2211.0,3911.0,1661.0
142389,681.0,1496.0,2547.0,1422.0
142390,2014.0,2595.0,3982.0,3507.0
142391,18327.0,19141.0,22535.0,18108.0
142392,7842.0,6831.0,9113.0,8940.0
142393,4238.0,6725.0,9570.0,11890.0
142394,2149.0,2731.0,5308.0,10969.0
142395,1805.0,2675.0,6028.0,15049.0
142396,1375.0,1919.0,4884.0,11222.0
142397,1900.0,2622.0,6399.0,8069.0
142398,824.0,1288.0,5841.0,7002.0
142399,856.0,1127.0,5474.0,4178.0
142400,730.0,1152.0,2716.0,3270.0
142401,811.0,1337.0,4092.0,6062.0
142402,1530.0,2503.0,6143.0,9773.0
142403,1543.0,2597.0,4187.0,6947.0
142404,1246.0,2230.0,3152.0,8675.0
142405,5725.0,8418.0,10279.0,20897.0
142406,3199.0,6281.0,7498.0,18521.0
142407,2426.0,3555.0,4286.0,13303.0
142408,1222.0,2333.0,3756.0,9454.0
142409,4176.0,7068.0,7881.0,24096.0
142410,2660.0,4291.0,4627.0,16980.0
142411,1118.0,3854.0,3375.0,12065.0
142412,1018.0,1946.0,2479.0,12022.0
142413,989.0,1722.0,2722.0,10697.0
142414,622.0,1250.0,1075.0,4966.0
142415,1395.0,2052.0,1603.0,6709.0
142416,3029.0,5587.0,4308.0,8792.0
142417,3432.0,5285.0,4868.0,6484.0
142418,876.0,1268.0,1529.0,2559.0
142419,610.0,941.0,922.0,1635.0
142420,927.0,1374.0,1721.0,2995.0
142421,3359.0,4736.0,4878.0,6312.0
142422,1786.0,2995.0,3211.0,7078.0
142423,3236.0,4281.0,5110.0,7119.0
142424,8707.0,13111.0,13826.0,19359.0
142425,4911.0,8301.0,7007.0,16381.0
142426,1443.0,2067.0,2063.0,6564.0
142427,1769.0,3090.0,2508.0,8325.0
142428,7299.0,10222.0,7020.0,14171.0
142429,3233.0,5775.0,5667.0,16520.0
142430,5824.0,9851.0,8060.0,17599.0
142431,5130.0,12478.0,9529.0,19405.0
142432,2806.0,10799.0,8874.0,16264.0
142433,1424.0,4658.0,5038.0,4693.0
142434,5276.0,11660.0,5790.0,13605.0
142435,3519.0,10673.0,6764.0,8926.0
142436,1737.0,7616.0,3916.0,8097.0
142437,2602.0,9520.0,2662.0,5223.0
142438,4423.0,17908.0,7479.0,8714.0
142439,23546.0,61652.0,30849.0,28630.0
142440,7504.0,21017.0,9589.0,8824.0
142441,5765.0,18072.0,10647.0,6370.0
142442,5643.0,13969.0,14911.0,6161.0
142443,4648.0,18333.0,13470.0,5723.0
142444,9882.0,25713.0,19915.0,11713.0
142445,60593.0,110699.0,65341.0,47565.0
142446,4816.0,10080.0,5811.0,4581.0
142447,1404.0,4400.0,2382.0,2505.0
142448,1556.0,6092.0,3096.0,2643.0
142449,3178.0,8996.0,3756.0,3117.0
142450,5862.0,11018.0,5444.0,4660.0
142451,3888.0,9206.0,6800.0,2664.0
142452,5931.0,16414.0,6025.0,3292.0
142453,5792.0,14779.0,5721.0,3594.0
142454,3663.0,8188.0,2994.0,2294.0
142455,2131.0,2642.0,1114.0,741.0
142456,3037.0,2965.0,1746.0,1128.0
142457,1904.0,2386.0,1090.0,1017.0
142458,1886.0,1614.0,857.0,530.0
142459,727.0,640.0,315.0,213.0
142460,576.0,657.0,173.0,255.0
142461,681.0,720.0,267.0,309.0
142462,519.0,459.0,146.0,92.0
142463,603.0,572.0,124.0,126.0
142464,804.0,551.0,219.0,289.0
142465,846.0,469.0,614.0,297.0
142466,1008.0,549.0,370.0,291.0
142467,628.0,544.0,243.0,137.0
142468,349.0,241.0,160.0,134.0
142469,383.0,244.0,166.0,132.0
142470,171.0,61.0,42.0,25.0
142471,152.0,94.0,39.0,10.0
142472,198.0,83.0,15.0,20.0
142473,291.0,47.0,48.0,22.0
142474,279.0,92.0,70.0,38.0
142475,279.0,111.0,61.0,72.0
142476,586.0,277.0,135.0,101.0
142477,621.0,252.0,143.0,119.0
142478,949.0,458.0,222.0,229.0
142479,3361.0,1256.0,678.0,677.0
142480,627.0,299.0,184.0,86.0
142481,253.0,122.0,72.0,73.0
142482,541.0,153.0,80.0,75.0
142483,290.0,157.0,27.0,75.0
142484,841.0,522.0,103.0,82.0
142485,836.0,473.0,139.0,166.0
142486,1432.0,908.0,742.0,571.0
142487,1497.0,430.0,201.0,412.0
142488,2909.0,607.0,185.0,274.0
142489,2379.0,556.0,282.0,238.0
142490,2080.0,653.0,191.0,256.0
142491,864.0,201.0,104.0,110.0
142492,552.0,99.0,36.0,62.0
142493,632.0,240.0,121.0,116.0
142494,1008.0,195.0,145.0,138.0
142495,1494.0,279.0,107.0,131.0
142496,2622.0,504.0,162.0,189.0
142497,2619.0,435.0,157.0,150.0
142498,4265.0,850.0,506.0,587.0
142499,8134.0,2170.0,1657.0,1695.0
142500,13319.0,1077.0,381.0,407.0
142501,13218.0,1018.0,429.0,546.0
142502,13127.0,1201.0,713.0,540.0
142503,12675.0,828.0,353.0,334.0
142504,11157.0,687.0,334.0,350.0
142505,14555.0,1323.0,737.0,1137.0
142506,11764.0,1313.0,346.0,504.0
142507,5417.0,719.0,227.0,126.0
142508,7526.0,810.0,176.0,245.0
142509,8086.0,1366.0,172.0,183.0
142510,11414.0,2549.0,300.0,361.0
142511,13475.0,3373.0,407.0,457.0
142512,14045.0,2237.0,357.0,315.0
142513,10933.0,2042.0,474.0,366.0
142514,10704.0,1614.0,435.0,407.0
142515,9252.0,1769.0,414.0,359.0
142516,9864.0,1254.0,248.0,191.0
142517,7682.0,735.0,191.0,231.0
142518,5101.0,1063.0,196.0,343.0
142519,2873.0,1257.0,507.0,158.0
142520,2898.0,1198.0,681.0,147.0
142521,1526.0,527.0,169.0,96.0
142522,1071.0,271.0,28.0,30.0
142523,991.0,564.0,41.0,74.0
142524,966.0,184.0,34.0,42.0
142525,548.0,372.0,74.0,85.0
143048,37.0,29.0,13.0,24.0
143049,36.0,15.0,12.0,14.0
143050,44.0,13.0,12.0,11.0
143051,46.0,18.0,7.0,7.0
143052,175.0,66.0,3.0,40.0
143053,1349.0,204.0,83.0,147.0
143054,1992.0,173.0,133.0,28.0
143055,1069.0,639.0,437.0,82.0
143056,2527.0,393.0,138.0,63.0
143057,1449.0,189.0,106.0,82.0
143058,904.0,214.0,91.0,47.0
143059,571.0,222.0,168.0,44.0
143060,342.0,206.0,77.0,64.0
143061,512.0,555.0,133.0,99.0
143062,598.0,666.0,418.0,208.0
143063,366.0,667.0,486.0,77.0
143064,749.0,1328.0,644.0,83.0
143065,1727.0,3609.0,485.0,165.0
143066,4515.0,9858.0,1450.0,1370.0
143067,2550.0,6138.0,571.0,508.0
143068,2113.0,1740.0,127.0,95.0
143069,1387.0,1407.0,274.0,161.0
143070,1089.0,1002.0,447.0,209.0
143071,1014.0,1143.0,771.0,472.0
143072,612.0,2134.0,759.0,224.0
143073,1542.0,3714.0,734.0,196.0
143074,3577.0,3518.0,944.0,886.0
143075,3616.0,4556.0,1207.0,705.0
143076,4967.0,5100.0,1737.0,1166.0
143077,3077.0,3573.0,2114.0,1651.0
143078,1761.0,1984.0,951.0,745.0
143079,1035.0,1396.0,674.0,602.0
143080,799.0,2920.0,859.0,931.0
143081,2429.0,3227.0,661.0,1386.0
143082,2249.0,2000.0,722.0,1181.0
143083,1834.0,997.0,537.0,980.0
143084,2431.0,831.0,698.0,1281.0
143085,2016.0,1857.0,1759.0,2573.0
143086,4505.0,2995.0,2479.0,2795.0
143087,2090.0,4688.0,2007.0,1242.0
143088,1074.0,2224.0,1173.0,1099.0
143089,830.0,2174.0,695.0,889.0
143090,1348.0,3880.0,2481.0,1799.0
143091,857.0,4122.0,2030.0,1538.0
143092,575.0,1882.0,1116.0,1187.0
143093,439.0,1606.0,1458.0,782.0
143094,1071.0,1616.0,1740.0,941.0
143095,678.0,1993.0,1537.0,839.0
143096,640.0,1462.0,4353.0,1904.0
143097,730.0,2310.0,2504.0,1099.0
143098,1112.0,1799.0,2502.0,1440.0
143099,727.0,1692.0,5052.0,945.0
143100,1448.0,2853.0,7426.0,3398.0
143101,1515.0,3242.0,7413.0,2374.0
143102,960.0,1399.0,2677.0,1238.0
143103,3616.0,4322.0,4988.0,3400.0
143104,15129.0,15921.0,19448.0,15408.0
143105,20368.0,20047.0,27116.0,24024.0
143106,4043.0,3846.0,6572.0,5953.0
143107,2571.0,3508.0,6054.0,6549.0
143108,2077.0,2297.0,5093.0,6128.0
143109,1100.0,1549.0,4892.0,7451.0
143110,987.0,2308.0,4102.0,8572.0
143111,1166.0,1550.0,4671.0,7895.0
143112,226.0,664.0,2456.0,5033.0
143113,350.0,652.0,2120.0,2252.0
143114,652.0,979.0,2420.0,3551.0
143115,725.0,1862.0,6130.0,7371.0
143116,2723.0,4674.0,8075.0,17173.0
143117,2422.0,4696.0,6370.0,13590.0
143118,1584.0,2376.0,3321.0,9270.0
143119,1478.0,2619.0,3837.0,11137.0
143120,1564.0,2250.0,3376.0,12795.0
143121,753.0,1551.0,1997.0,9025.0
143122,712.0,1320.0,1734.0,10118.0
143123,9393.0,13294.0,12407.0,30109.0
143124,12386.0,15753.0,13643.0,37855.0
143125,1275.0,2071.0,2438.0,12249.0
143126,1185.0,3072.0,2064.0,9307.0
143127,2182.0,4030.0,3421.0,16172.0
143128,664.0,1663.0,1133.0,5566.0
143129,1060.0,1566.0,1646.0,6425.0
143130,5841.0,8352.0,7694.0,16259.0
143131,7221.0,10591.0,9716.0,15247.0
143132,1118.0,1399.0,1892.0,2215.0
143133,682.0,1576.0,1070.0,2251.0
143134,583.0,1430.0,1011.0,2468.0
143135,623.0,1060.0,1090.0,3833.0
143136,1896.0,3342.0,3198.0,7378.0
143137,2164.0,3729.0,5647.0,15300.0
143138,19488.0,36970.0,34046.0,65420.0
143139,5840.0,11977.0,13400.0,31332.0
143140,2443.0,3319.0,3535.0,17409.0
143141,1662.0,3010.0,3921.0,11407.0
143142,1953.0,3670.0,5237.0,11678.0
143143,1787.0,3693.0,5247.0,16675.0
143144,3479.0,7384.0,8420.0,21132.0
143145,4015.0,8201.0,8846.0,12220.0
143146,1606.0,3172.0,4625.0,9194.0
143147,751.0,2444.0,4019.0,5616.0
143148,1239.0,4448.0,3389.0,9365.0
143149,1832.0,7719.0,4219.0,13254.0
143150,1423.0,6926.0,3495.0,12387.0
143151,1607.0,6245.0,3257.0,6812.0
143152,7022.0,15318.0,9935.0,11987.0
143153,12765.0,33561.0,21139.0,18222.0
143154,3662.0,11037.0,6075.0,5319.0
143155,3217.0,7955.0,6566.0,5350.0
143156,2954.0,8615.0,5030.0,8343.0
143157,2913.0,7779.0,6667.0,7309.0
143158,3758.0,9992.0,8469.0,6223.0
143159,3909.0,10691.0,8681.0,3648.0
143160,2892.0,8388.0,6061.0,3271.0
143161,2381.0,6407.0,3918.0,2186.0
143162,1994.0,6960.0,2917.0,3454.0
143163,2776.0,10422.0,3659.0,3276.0
143164,3865.0,9767.0,4097.0,2323.0
143165,4251.0,10518.0,6300.0,2094.0
143166,3548.0,14449.0,5476.0,2376.0
143167,3809.0,16854.0,6842.0,3140.0
143168,4241.0,12080.0,5336.0,2812.0
143169,3538.0,7235.0,2110.0,1672.0
143170,3176.0,4864.0,2270.0,1212.0
143171,1196.0,2193.0,625.0,643.0
143172,667.0,749.0,371.0,402.0
143173,321.0,347.0,56.0,96.0
143174,235.0,225.0,109.0,80.0
143175,347.0,416.0,94.0,199.0
143176,309.0,335.0,193.0,99.0
143177,737.0,417.0,358.0,295.0
143178,371.0,380.0,242.0,78.0
143179,402.0,577.0,131.0,58.0
143180,595.0,667.0,206.0,107.0
143181,1116.0,676.0,213.0,176.0
143182,1081.0,596.0,405.0,273.0
143183,930.0,273.0,193.0,98.0
143184,191.0,107.0,22.0,25.0
143185,188.0,30.0,27.0,11.0
143186,106.0,29.0,14.0,11.0
143187,182.0,40.0,26.0,19.0
143188,372.0,139.0,51.0,54.0
143189,588.0,254.0,99.0,53.0
143190,870.0,498.0,206.0,147.0
143191,956.0,144.0,138.0,142.0
143192,1446.0,379.0,252.0,133.0
143193,2247.0,1006.0,654.0,693.0
143194,1003.0,428.0,258.0,237.0
143195,1228.0,304.0,193.0,203.0
143196,3041.0,919.0,363.0,325.0
143197,332.0,27.0,79.0,30.0
143198,307.0,223.0,156.0,194.0
143199,274.0,509.0,77.0,120.0
143200,470.0,442.0,102.0,87.0
143201,976.0,588.0,231.0,207.0
143202,2088.0,1025.0,213.0,169.0
143203,2466.0,946.0,171.0,103.0
143204,1096.0,582.0,78.0,51.0
143205,1213.0,650.0,125.0,132.0
143206,322.0,156.0,41.0,31.0
143207,305.0,55.0,12.0,18.0
143208,550.0,35.0,49.0,20.0
143209,944.0,114.0,27.0,34.0
143210,1978.0,283.0,39.0,94.0
143211,3190.0,244.0,72.0,62.0
143212,3984.0,191.0,82.0,65.0
143213,5241.0,386.0,229.0,290.0
143214,7702.0,496.0,207.0,243.0
143215,9720.0,1041.0,587.0,418.0
143216,12028.0,1099.0,633.0,488.0
143217,10447.0,671.0,235.0,261.0
143218,5454.0,424.0,129.0,103.0
143219,5240.0,472.0,119.0,277.0
143220,8979.0,513.0,216.0,203.0
143221,8284.0,303.0,86.0,102.0
143222,6057.0,191.0,70.0,94.0
143223,4363.0,270.0,39.0,41.0
143224,5826.0,1214.0,208.0,237.0
143225,9605.0,942.0,360.0,376.0
143226,11900.0,3849.0,324.0,335.0
143227,21273.0,2662.0,574.0,498.0
143228,14142.0,1982.0,447.0,695.0
143229,8807.0,797.0,277.0,184.0
143230,9497.0,1081.0,165.0,258.0
143231,5997.0,397.0,91.0,80.0
143232,3501.0,698.0,397.0,362.0
143233,1760.0,271.0,61.0,68.0
143234,1606.0,244.0,120.0,25.0
143235,963.0,422.0,63.0,70.0
143236,608.0,341.0,23.0,26.0
143237,581.0,93.0,23.0,17.0
143238,684.0,158.0,28.0,15.0
143239,544.0,148.0,32.0,19.0
143761,315.0,255.0,278.0,300.0
143762,156.0,71.0,49.0,75.0
143763,104.0,26.0,25.0,46.0
143764,70.0,33.0,13.0,41.0
143765,69.0,34.0,17.0,31.0
143766,37.0,23.0,18.0,15.0
143767,627.0,128.0,65.0,54.0
143768,1663.0,250.0,175.0,43.0
143769,1252.0,271.0,188.0,49.0
143770,1245.0,184.0,71.0,126.0
143771,1445.0,644.0,258.0,356.0
143772,912.0,497.0,194.0,180.0
143773,324.0,74.0,64.0,36.0
143774,571.0,178.0,202.0,25.0
143775,467.0,316.0,101.0,56.0
143776,510.0,363.0,351.0,51.0
143777,612.0,890.0,94.0,89.0
143778,899.0,908.0,261.0,140.0
143779,843.0,2762.0,420.0,171.0
143780,4612.0,4614.0,811.0,658.0
143781,5312.0,5044.0,1612.0,996.0
143782,2255.0,3608.0,412.0,518.0
143783,3133.0,4762.0,916.0,912.0
143784,1665.0,2287.0,692.0,321.0
143785,2453.0,1167.0,552.0,678.0
143786,2443.0,2124.0,374.0,637.0
143787,1931.0,2546.0,943.0,752.0
143788,3284.0,2904.0,623.0,316.0
143789,2424.0,3370.0,391.0,230.0
143790,2323.0,3347.0,743.0,400.0
143791,3066.0,4047.0,1503.0,1777.0
143792,2952.0,4626.0,2368.0,1162.0
143793,1466.0,1631.0,2365.0,826.0
143794,1100.0,2145.0,728.0,456.0
143795,2532.0,1269.0,1658.0,1860.0
143796,1982.0,1757.0,865.0,1981.0
143797,2149.0,684.0,860.0,1378.0
143798,1385.0,1004.0,1186.0,1373.0
143799,2165.0,1114.0,1094.0,1522.0
143800,2153.0,2659.0,1883.0,1447.0
143801,1859.0,5447.0,2728.0,2322.0
143802,1626.0,3871.0,3750.0,1489.0
143803,890.0,1955.0,2131.0,1146.0
143804,1369.0,2278.0,3295.0,1995.0
143805,911.0,2254.0,3095.0,2064.0
143806,1088.0,1700.0,2851.0,1890.0
143807,447.0,1340.0,1110.0,1616.0
143808,476.0,1036.0,1010.0,774.0
143809,663.0,1501.0,1469.0,1310.0
143810,874.0,1607.0,6607.0,1608.0
143811,873.0,1273.0,3487.0,1789.0
143812,715.0,1498.0,2616.0,1577.0
143813,1224.0,1772.0,3280.0,3560.0
143814,1580.0,3011.0,7979.0,2205.0
143815,2057.0,2183.0,5388.0,4222.0
143816,5051.0,6348.0,9271.0,9233.0
143817,9592.0,10898.0,15258.0,12409.0
143818,10399.0,9781.0,19055.0,15560.0
143819,9655.0,13634.0,25466.0,24632.0
143820,4582.0,9349.0,13460.0,11481.0
143821,2998.0,5599.0,13476.0,6945.0
143822,2816.0,3734.0,7763.0,9026.0
143823,3067.0,5267.0,10472.0,10165.0
143824,4036.0,6759.0,11858.0,17911.0
143825,1721.0,3648.0,4848.0,7847.0
143826,606.0,1681.0,3169.0,6351.0
143827,1322.0,2686.0,5074.0,7513.0
143828,923.0,1723.0,3290.0,6186.0
143829,1409.0,2191.0,7805.0,10849.0
143830,3432.0,6034.0,9839.0,19075.0
143831,1458.0,3262.0,6054.0,11641.0
143832,1492.0,2404.0,2672.0,7460.0
143833,1448.0,2069.0,3099.0,8629.0
143834,898.0,2024.0,2159.0,7441.0
143835,1065.0,1875.0,2365.0,7855.0
143836,2788.0,4810.0,4475.0,11426.0
143837,11040.0,19380.0,14833.0,27411.0
143838,10944.0,15913.0,13661.0,30654.0
143839,1755.0,3834.0,3018.0,11517.0
143840,2194.0,3883.0,3740.0,11699.0
143841,1575.0,4945.0,4121.0,17323.0
143842,1352.0,2621.0,1737.0,7285.0
143843,1136.0,2014.0,1763.0,6824.0
143844,6211.0,8811.0,10023.0,17495.0
143845,10253.0,13194.0,12104.0,16702.0
143846,1949.0,2944.0,2304.0,3712.0
143847,1028.0,1583.0,1436.0,3227.0
143848,1169.0,1770.0,1594.0,5163.0
143849,2929.0,4926.0,4823.0,8079.0
143850,4182.0,7026.0,8451.0,15172.0
143851,5445.0,9047.0,9773.0,24413.0
143852,25674.0,43049.0,41781.0,84375.0
143853,14086.0,27015.0,26665.0,54978.0
143854,2115.0,4611.0,7774.0,13750.0
143855,2707.0,5971.0,7109.0,14864.0
143856,2805.0,7194.0,10821.0,13006.0
143857,1099.0,3257.0,7131.0,9848.0
143858,949.0,2064.0,3406.0,6891.0
143859,2476.0,3958.0,4907.0,10498.0
143860,955.0,2123.0,4115.0,4869.0
143861,945.0,4623.0,2608.0,7362.0
143862,1308.0,5475.0,4722.0,9070.0
143863,830.0,6253.0,1833.0,5433.0
143864,2671.0,5233.0,2911.0,8081.0
143865,1787.0,4524.0,3845.0,9898.0
143866,8999.0,21304.0,12046.0,19188.0
143867,7023.0,16874.0,11327.0,8340.0
143868,3285.0,5883.0,7027.0,3836.0
143869,1365.0,4195.0,3093.0,3197.0
143870,3924.0,7039.0,4978.0,4254.0
143871,1823.0,6239.0,6409.0,8085.0
143872,2172.0,6271.0,5797.0,3574.0
143873,1938.0,6891.0,3246.0,3126.0
143874,2198.0,6036.0,3992.0,2786.0
143875,3910.0,7845.0,3971.0,3075.0
143876,2356.0,5084.0,3342.0,1829.0
143877,17446.0,23875.0,9093.0,6274.0
143878,9131.0,14226.0,9653.0,4096.0
143879,3362.0,14592.0,6454.0,1510.0
143880,4856.0,13863.0,11175.0,3089.0
143881,1918.0,10940.0,3446.0,1278.0
143882,2399.0,9937.0,2577.0,1389.0
143883,2034.0,9042.0,1639.0,1134.0
143884,1978.0,4961.0,1725.0,1182.0
143885,3371.0,5334.0,2021.0,1844.0
143886,1598.0,2750.0,1061.0,786.0
143887,1241.0,1294.0,547.0,355.0
143888,321.0,320.0,80.0,169.0
143889,637.0,615.0,250.0,142.0
143890,432.0,286.0,120.0,324.0
143891,387.0,263.0,98.0,74.0
143892,703.0,848.0,349.0,251.0
143893,882.0,959.0,508.0,422.0
143894,902.0,783.0,485.0,329.0
143895,1918.0,1659.0,773.0,452.0
143896,2174.0,1488.0,790.0,766.0
143897,3235.0,1673.0,1173.0,761.0
143898,3152.0,1341.0,740.0,400.0
143899,1966.0,907.0,257.0,168.0
143900,3460.0,973.0,748.0,412.0
143901,1189.0,496.0,192.0,102.0
143902,1020.0,273.0,128.0,168.0
143903,1066.0,291.0,198.0,79.0
143904,1602.0,429.0,92.0,109.0
143905,1711.0,377.0,95.0,178.0
143906,1166.0,406.0,161.0,303.0
143907,1425.0,321.0,153.0,178.0
143908,1159.0,384.0,215.0,129.0
143909,876.0,270.0,238.0,121.0
143910,745.0,5527.0,2153.0,444.0
143911,205.0,240.0,51.0,118.0
143912,308.0,378.0,79.0,50.0
143913,461.0,955.0,130.0,180.0
143914,494.0,1460.0,156.0,154.0
143915,1114.0,1450.0,159.0,158.0
143916,3445.0,2253.0,437.0,389.0
143917,2950.0,1180.0,277.0,231.0
143918,1887.0,1011.0,391.0,276.0
143919,1222.0,1246.0,260.0,211.0
143920,1589.0,517.0,173.0,191.0
143921,393.0,136.0,27.0,31.0
143922,755.0,219.0,33.0,67.0
143923,1056.0,42.0,44.0,57.0
143924,1205.0,140.0,65.0,55.0
143925,3598.0,355.0,122.0,246.0
143926,8015.0,692.0,269.0,213.0
143927,6675.0,849.0,364.0,243.0
143928,6957.0,728.0,277.0,331.0
143929,10264.0,769.0,336.0,392.0
143930,11097.0,605.0,252.0,219.0
143931,9226.0,624.0,274.0,338.0
143932,10588.0,1011.0,154.0,201.0
143933,9858.0,929.0,125.0,148.0
143934,8890.0,780.0,282.0,356.0
143935,5054.0,436.0,97.0,183.0
143936,6361.0,649.0,243.0,170.0
143937,7483.0,361.0,145.0,94.0
143938,9338.0,418.0,161.0,166.0
143939,6523.0,927.0,217.0,92.0
143940,13815.0,868.0,271.0,258.0
143941,9447.0,883.0,167.0,280.0
143942,6782.0,1024.0,259.0,266.0
143943,5774.0,927.0,109.0,224.0
143944,6384.0,494.0,132.0,127.0
143945,5282.0,728.0,223.0,164.0
143946,3327.0,471.0,157.0,73.0
143947,2675.0,362.0,65.0,61.0
143948,1749.0,290.0,80.0,79.0
143949,1763.0,288.0,49.0,63.0
143950,2229.0,451.0,263.0,218.0
143951,820.0,408.0,120.0,38.0
143952,819.0,222.0,37.0,22.0
143953,495.0,142.0,33.0,25.0
144475,288.0,144.0,337.0,275.0
144476,108.0,32.0,34.0,47.0
144477,61.0,39.0,21.0,38.0
144478,32.0,45.0,40.0,28.0
144479,69.0,11.0,27.0,26.0
144480,44.0,25.0,13.0,21.0
144481,626.0,314.0,169.0,68.0
144482,2039.0,553.0,215.0,116.0
144483,709.0,139.0,133.0,69.0
144484,802.0,493.0,238.0,104.0
144485,1169.0,467.0,295.0,120.0
144486,960.0,268.0,205.0,90.0
144487,310.0,108.0,108.0,22.0
144488,314.0,277.0,229.0,42.0
144489,717.0,375.0,292.0,59.0
144490,375.0,709.0,164.0,79.0
144491,602.0,819.0,105.0,62.0
144492,1670.0,942.0,397.0,372.0
144493,2952.0,2358.0,752.0,738.0
144494,3130.0,2063.0,569.0,604.0
144495,11716.0,7314.0,2617.0,2535.0
144496,5039.0,3398.0,1421.0,1103.0
144497,4777.0,5622.0,1477.0,1076.0
144498,6217.0,3538.0,1100.0,979.0
144499,3631.0,3129.0,569.0,443.0
144500,5095.0,2485.0,755.0,839.0
144501,6641.0,2873.0,1628.0,1208.0
144502,7211.0,3775.0,703.0,1027.0
144503,4480.0,5467.0,1452.0,1142.0
144504,4707.0,4030.0,1114.0,832.0
144505,3397.0,6634.0,1303.0,1415.0
144506,2201.0,3847.0,2513.0,1444.0
144507,1840.0,2628.0,1292.0,1157.0
144508,1605.0,2014.0,3315.0,966.0
144509,3693.0,3669.0,2729.0,3574.0
144510,2701.0,2054.0,6192.0,3741.0
144511,2193.0,3309.0,6559.0,7179.0
144512,2092.0,3146.0,3764.0,7893.0
144513,1244.0,809.0,928.0,2487.0
144514,1176.0,1062.0,1290.0,3559.0
144515,1435.0,3111.0,5385.0,3551.0
144516,4006.0,5871.0,6438.0,8278.0
144517,1104.0,1607.0,3128.0,1252.0
144518,1446.0,2021.0,6093.0,1645.0
144519,7647.0,9299.0,13686.0,7938.0
144520,2214.0,4068.0,4721.0,3513.0
144521,1902.0,3497.0,2189.0,2050.0
144522,799.0,1189.0,1905.0,2156.0
144523,855.0,2246.0,2764.0,2929.0
144524,881.0,2140.0,3734.0,2712.0
144525,436.0,1178.0,2660.0,1837.0
144526,310.0,610.0,1700.0,2016.0
144527,479.0,566.0,1405.0,2652.0
144528,584.0,1994.0,3240.0,3371.0
144529,1004.0,856.0,2676.0,3104.0
144530,768.0,1258.0,2347.0,4057.0
144531,1780.0,2851.0,6052.0,7718.0
144532,12140.0,13309.0,21038.0,24194.0
144533,5980.0,8086.0,23253.0,19332.0
144534,3190.0,6248.0,13497.0,11580.0
144535,2784.0,5079.0,10535.0,11636.0
144536,1710.0,3571.0,7827.0,9315.0
144537,1758.0,1600.0,6245.0,5221.0
144538,1916.0,7265.0,14385.0,6382.0
144539,1819.0,3096.0,4505.0,13796.0
144540,1665.0,4287.0,4977.0,11362.0
144541,977.0,1289.0,2128.0,9084.0
144542,627.0,1088.0,1802.0,5872.0
144543,1180.0,2067.0,2807.0,9723.0
144544,1243.0,3357.0,5193.0,15497.0
144545,1314.0,2190.0,6179.0,10173.0
144546,3342.0,5701.0,5849.0,12221.0
144547,2788.0,4674.0,5972.0,11497.0
144548,1033.0,2284.0,2995.0,7548.0
144549,2981.0,5127.0,4410.0,10928.0
144550,4322.0,8549.0,9065.0,19543.0
144551,3539.0,4797.0,5587.0,13141.0
144552,2702.0,3740.0,2871.0,11067.0
144553,2705.0,3836.0,3524.0,11017.0
144554,3795.0,4927.0,3989.0,11427.0
144555,1335.0,2507.0,1954.0,6975.0
144556,1130.0,1230.0,1707.0,3944.0
144557,2757.0,3355.0,3298.0,4838.0
144558,1559.0,2301.0,2156.0,4299.0
144559,3183.0,3683.0,3036.0,4803.0
144560,2358.0,3863.0,3501.0,5163.0
144561,1343.0,1645.0,2086.0,4884.0
144562,1369.0,2406.0,2541.0,6247.0
144563,1034.0,1804.0,1940.0,6841.0
144564,2793.0,7556.0,6959.0,17819.0
144565,1383.0,3658.0,3725.0,13451.0
144566,5523.0,8455.0,8574.0,19531.0
144567,4465.0,8241.0,8292.0,18491.0
144568,608.0,2047.0,2879.0,6216.0
144569,916.0,2074.0,2796.0,4898.0
144570,575.0,1286.0,2154.0,2310.0
144571,330.0,788.0,2080.0,1555.0
144572,308.0,618.0,1361.0,1580.0
144573,205.0,806.0,1341.0,2002.0
144574,923.0,2163.0,2132.0,5752.0
144575,1040.0,3125.0,3308.0,2659.0
144576,405.0,3122.0,2202.0,3384.0
144577,241.0,3401.0,1088.0,1796.0
144578,506.0,2614.0,865.0,2199.0
144579,571.0,2058.0,759.0,3126.0
144580,1476.0,6082.0,3911.0,4268.0
144581,4264.0,7243.0,6798.0,4676.0
144582,2261.0,5695.0,3502.0,2848.0
144583,2406.0,5402.0,4159.0,3182.0
144584,3253.0,5786.0,4202.0,2300.0
144585,2529.0,5709.0,2671.0,1728.0
144586,2540.0,6288.0,2387.0,2175.0
144587,1983.0,4746.0,4386.0,3028.0
144588,1885.0,5785.0,3499.0,2380.0
