visit_grid,ses2,distance
168171,4,15128
168172,1,14068
168172,2,12021
168172,3,10358
168172,4,15204
168173,1,13736
168173,2,12351
168173,3,9362
168173,4,15385
168174,1,14391
168174,2,11002
168174,3,12022
168174,4,14467
168175,1,14386
168175,2,11961
168175,3,11133
168175,4,15864
168176,1,15089
168176,2,11582
168176,3,10395
168176,4,13990
168177,1,11622
168177,2,11318
168177,3,11175
168177,4,16132
168178,1,14815
168178,2,11064
168178,3,11743
168178,4,16552
168179,1,13650
168179,2,12350
168179,3,9976
168179,4,15202
168180,1,12373
168180,2,13454
168180,3,12776
168180,4,15628
168181,1,13203
168181,2,11623
168181,3,12071
168181,4,17375
168182,1,15099
168182,2,12364
168182,3,12561
168182,4,16708
168183,1,12713
168183,2,14164
168183,3,13389
168183,4,17509
168184,1,13745
168184,2,13614
168184,3,13733
168184,4,17738
168185,1,14985
168185,2,12344
168185,3,15321
168185,4,16750
168186,1,13798
168186,2,12098
168186,3,14131
168186,4,16894
168187,1,11607
168187,2,12915
168187,3,14090
168187,4,19658
168188,1,13051
168188,2,12116
168188,3,15735
168188,4,17840
168189,1,11764
168189,2,11947
168189,3,15503
168189,4,19837
168190,1,12776
168190,2,13120
168190,3,15814
168190,4,20940
168191,1,12757
168191,2,15630
168191,3,16801
168191,4,20374
168192,1,13164
168192,2,14404
168192,3,17800
168192,4,22147
168193,1,13516
168193,2,14019
168193,3,17001
168193,4,20561
168194,1,12658
168194,2,16235
168194,3,17579
168194,4,21754
168195,1,14176
168195,2,13758
168195,3,18296
168195,4,20819
168196,1,14509
168196,2,13966
168196,3,15554
168196,4,21423
168197,1,16050
168197,2,16546
168197,3,17568
168197,4,21876
168198,1,15379
168198,2,15839
168198,3,19264
168198,4,21908
168199,1,15204
168199,2,13423
168199,3,16049
168199,4,22549
168200,1,13898
168200,2,15217
168200,3,18016
168200,4,22545
168201,1,15092
168201,2,17406
168201,3,17404
168201,4,21009
168202,1,13029
168202,2,17903
168202,3,18680
168202,4,22393
168203,1,12067
168203,2,15797
168203,3,19229
168203,4,23123
168204,1,11471
168204,2,15842
168204,3,19248
168204,4,23440
168205,1,11424
168205,2,17314
168205,3,15042
168205,4,23319
168206,1,9840
168206,2,15155
168206,3,23166
168206,4,31198
168207,1,10793
168207,2,18936
168207,3,21667
168207,4,29887
168208,1,13689
168208,2,12359
168208,3,23873
168208,4,29135
168209,1,12034
168209,2,16434
168209,3,24997
168209,4,26875
168210,1,10258
168210,2,18731
168210,3,23017
168210,4,25014
168211,1,11780
168211,2,18256
168211,3,25818
168211,4,26115
168212,1,10455
168212,2,21614
168212,3,19917
168212,4,24883
168213,1,11277
168213,2,12375
168213,3,21978
168213,4,29494
168214,1,11696
168214,2,13796
168214,3,22823
168214,4,27452
168215,1,10360
168215,2,18385
168215,3,22521
168215,4,29903
168216,1,12187
168216,2,17939
168216,3,21734
168216,4,25807
168217,1,13530
168217,2,22012
168217,3,21480
168217,4,25715
168218,1,13456
168218,2,18031
168218,3,22071
168218,4,25647
168219,1,12052
168219,2,18790
168219,3,21405
168219,4,26959
168220,1,14025
168220,2,19531
168220,3,24373
168220,4,26265
168221,1,13119
168221,2,20925
168221,3,23331
168221,4,26643
168222,1,12520
168222,2,19096
168222,3,22741
168222,4,27952
168223,1,11168
168223,2,20866
168223,3,22144
168223,4,29226
168224,1,13864
168224,2,20448
168224,3,22304
168224,4,29075
168225,1,13351
168225,2,21053
168225,3,26318
168225,4,27189
168226,1,13899
168226,2,20760
168226,3,24973
168226,4,30487
168227,1,9654
168227,2,24697
168227,3,23922
168227,4,31353
168228,1,14488
168228,2,16697
168228,3,16296
168228,4,32097
168733,1,11567
168733,2,17957
168733,3,23710
168733,4,22602
168734,1,16374
168734,2,20864
168734,3,32397
168734,4,22687
168735,1,11789
168735,2,14842
168735,3,25691
168735,4,23781
168736,1,12195
168736,2,18560
168736,3,22265
168736,4,21162
168737,1,4644
168737,2,18859
168737,3,26739
168737,4,20938
168738,1,8574
168738,2,21046
168738,3,22519
168738,4,19953
168739,1,12234
168739,2,16283
168739,3,22608
168739,4,20155
168740,1,7262
168740,2,10233
168740,3,21376
168740,4,17408
168741,1,3445
168741,2,22244
168741,3,18837
168741,4,17238
168742,1,16667
168742,2,23108
168742,3,20043
168742,4,20366
168743,1,12521
168743,2,15912
168743,3,19491
168743,4,20116
168744,1,13756
168744,2,18467
168744,3,19136
168744,4,19849
168745,1,11743
168745,2,14863
168745,3,6833
168745,4,18436
168746,1,11730
168746,2,19912
168746,3,15416
168746,4,20208
168747,1,11222
168747,3,14739
168747,4,15878
168748,1,9503
168748,2,18900
168748,3,17974
168748,4,20772
168749,1,10469
168749,2,13825
168749,3,22770
168749,4,20008
168750,1,11775
168750,2,12770
168750,3,19475
168750,4,20806
168751,1,10606
168751,2,22441
168751,3,21128
168751,4,17602
168752,1,15822
168752,2,17756
168752,3,18500
168752,4,18345
168753,1,18132
168753,2,16457
168753,3,18007
168753,4,17945
168754,1,9155
168754,2,16371
168754,3,19978
168754,4,18511
168755,1,5796
168755,2,12859
168755,3,18703
168755,4,15728
168756,1,21287
168756,2,20026
168756,3,17432
168756,4,17350
168757,1,14131
168757,2,16769
168757,3,17225
168757,4,16878
168758,1,17411
168758,2,20291
168758,3,16255
168758,4,15879
168759,1,17851
168759,2,16640
168759,3,16826
168759,4,16796
168760,1,15415
168760,2,17934
168760,3,15500
168760,4,17760
168761,1,14498
168761,2,18656
168761,3,19981
168761,4,13997
168762,1,16080
168762,2,20042
168762,3,17578
168762,4,15527
168763,1,11474
168763,2,17591
168763,3,15748
168763,4,16215
168764,1,22058
168764,2,19069
168764,3,16549
168764,4,13751
168765,1,21855
168765,2,17456
168765,3,14268
168765,4,15583
168766,1,23960
168766,2,19332
168766,3,15297
168766,4,14306
168767,1,15514
168767,2,16880
168767,3,15271
168767,4,11687
168768,1,20928
168768,2,16821
168768,3,16969
168768,4,12912
168769,1,17031
168769,2,16270
168769,3,13827
168769,4,12329
168770,1,18498
168770,2,16697
168770,3,14154
168770,4,12634
168771,1,20110
168771,2,17966
168771,3,13907
168771,4,12877
168772,1,21957
168772,2,18577
168772,3,14802
168772,4,13131
168773,1,22718
168773,2,18894
168773,3,15039
168773,4,13439
168774,1,21051
168774,2,17929
168774,3,13707
168774,4,12530
168775,1,19808
168775,2,16989
168775,3,12777
168775,4,11641
168776,1,19231
168776,2,15556
168776,3,12548
168776,4,11006
168777,1,19397
168777,2,16335
168777,3,12800
168777,4,10374
168778,1,21091
168778,2,17187
168778,3,11863
168778,4,11374
168779,1,20164
168779,2,16723
168779,3,11999
168779,4,11093
168780,1,20935
168780,2,16126
168780,3,11392
168780,4,10423
168781,1,18734
168781,2,15181
168781,3,10912
168781,4,10107
168782,1,19267
168782,2,14775
168782,3,10487
168782,4,9606
168783,1,19611
168783,2,14346
168783,3,10411
168783,4,9982
168784,1,20939
168784,2,15003
168784,3,10724
168784,4,9573
168785,1,19966
168785,2,15502
168785,3,10765
168785,4,9184
168786,1,21796
168786,2,16481
168786,3,12085
168786,4,10284
168787,1,21071
168787,2,16100
168787,3,11525
168787,4,9442
168788,1,20980
168788,2,15116
168788,3,10645
168788,4,8361
168789,1,17802
168789,2,14396
168789,3,9878
168789,4,8022
168790,1,21132
168790,2,15035
168790,3,9900
168790,4,7561
168791,1,20731
168791,2,14870
168791,3,8979
168791,4,7017
168792,1,19549
168792,2,15015
168792,3,9675
168792,4,7552
168793,1,19339
168793,2,14307
168793,3,8795
168793,4,7450
168794,1,18813
168794,2,13515
168794,3,8310
168794,4,6408
168795,1,19416
168795,2,14250
168795,3,9268
168795,4,7222
168796,1,19492
168796,2,14928
168796,3,9095
168796,4,6876
168797,1,19428
168797,2,14511
168797,3,8925
168797,4,6852
168798,1,18903
168798,2,13197
168798,3,8875
168798,4,6383
168799,1,20075
168799,2,14126
168799,3,8539
168799,4,5697
168800,1,18750
168800,2,14473
168800,3,8826
168800,4,6240
168801,1,18739
168801,2,14114
168801,3,8415
168801,4,5899
168802,1,19383
168802,2,14851
168802,3,9176
168802,4,6623
168803,1,21408
168803,2,15556
168803,3,9931
168803,4,7627
168804,1,22456
168804,2,16139
168804,3,10751
168804,4,8282
168805,1,22210
168805,2,15952
168805,3,10513
168805,4,7955
168806,1,22234
168806,2,15826
168806,3,10413
168806,4,7958
168807,1,22722
168807,2,16055
168807,3,10681
168807,4,8126
168808,1,22794
168808,2,15928
168808,3,10564
168808,4,8074
168809,1,22173
168809,2,15577
168809,3,10236
168809,4,7766
168810,1,20777
168810,2,15099
168810,3,9253
168810,4,6830
168811,1,21017
168811,2,14882
168811,3,9119
168811,4,6959
168812,1,20541
168812,2,14814
168812,3,9272
168812,4,6788
168813,1,21073
168813,2,14854
168813,3,9255
168813,4,6833
168814,1,21098
168814,2,14915
168814,3,9358
168814,4,7020
168815,1,21445
168815,2,14945
168815,3,9474
168815,4,7055
168816,1,21672
168816,2,14995
168816,3,9510
168816,4,7225
168817,1,21558
168817,2,14984
168817,3,9492
168817,4,7172
168818,1,21322
168818,2,14637
168818,3,9204
168818,4,7055
168819,1,21968
168819,2,15140
168819,3,9617
168819,4,7273
168820,1,21498
168820,2,14743
168820,3,9260
168820,4,7052
168821,1,20746
168821,2,14318
168821,3,8683
168821,4,6581
168822,1,20253
168822,2,13765
168822,3,8140
168822,4,6381
168823,1,19961
168823,2,13729
168823,3,8310
168823,4,6545
168824,1,20980
168824,2,14378
168824,3,9063
168824,4,6945
168825,1,21391
168825,2,14597
168825,3,9257
168825,4,7152
168826,1,21202
168826,2,14289
168826,3,9165
168826,4,7131
168827,1,20019
168827,2,13454
168827,3,8158
168827,4,6566
168828,1,19853
168828,2,13363
168828,3,7911
168828,4,6542
168829,1,20513
168829,2,13768
168829,3,8632
168829,4,6992
168830,1,21048
168830,2,14186
168830,3,8960
168830,4,7187
168831,1,20634
168831,2,13772
168831,3,8562
168831,4,7030
168832,1,20013
168832,2,13348
168832,3,8362
168832,4,6824
168833,1,19752
168833,2,12683
168833,3,7567
168833,4,6514
168834,1,20234
168834,2,13516
168834,3,8545
168834,4,7124
168835,1,19086
168835,2,12676
168835,3,7874
168835,4,6773
168836,1,20232
168836,2,13697
168836,3,8735
168836,4,7426
168837,1,20453
168837,2,13477
168837,3,8667
168837,4,7444
168838,1,21098
168838,2,14266
168838,3,9405
168838,4,7897
168839,1,19959
168839,2,13074
168839,3,8332
168839,4,7354
168840,1,19961
168840,2,12864
168840,3,8100
168840,4,7385
168841,1,19669
168841,2,13089
168841,3,8224
168841,4,7552
168842,1,20638
168842,2,13750
168842,3,9102
168842,4,8098
168843,1,19887
168843,2,13356
168843,3,8859
168843,4,8063
168844,1,19798
168844,2,13258
168844,3,8914
168844,4,8268
168845,1,19365
168845,2,12621
168845,3,8582
168845,4,8070
168846,1,19075
168846,2,12461
168846,3,8271
168846,4,8162
168847,1,19457
168847,2,12256
168847,3,7924
168847,4,8057
168848,1,19584
168848,2,13045
168848,3,8763
168848,4,8466
168849,1,18544
168849,2,11859
168849,3,7890
168849,4,8333
168850,1,18517
168850,2,11159
168850,3,7418
168850,4,8099
168851,1,18754
168851,2,11666
168851,3,7860
168851,4,8409
168852,1,18465
168852,2,11584
168852,3,7960
168852,4,8587
168853,1,18667
168853,2,12138
168853,3,8390
168853,4,8782
168854,1,19044
168854,2,12593
168854,3,9380
168854,4,9421
168855,1,18661
168855,2,11211
168855,3,8272
168855,4,8916
168856,1,17993
168856,2,11370
168856,3,8483
168856,4,9096
168857,1,19173
168857,2,13461
168857,3,10503
168857,4,10251
168858,1,18778
168858,2,13297
168858,3,10453
168858,4,10425
168859,1,17228
168859,2,10619
168859,3,8028
168859,4,9602
168860,1,17834
168860,2,10390
168860,3,8335
168860,4,9587
168861,1,18462
168861,2,11948
168861,3,9516
168861,4,10089
168862,1,18164
168862,2,12108
168862,3,9590
168862,4,10561
168863,1,18444
168863,2,12565
168863,3,10291
168863,4,10998
168864,1,18674
168864,2,13415
168864,3,10938
168864,4,11403
168865,1,18459
168865,2,12714
168865,3,10767
168865,4,11247
168866,1,17916
168866,2,12278
168866,3,10400
168866,4,11226
168867,1,19667
168867,2,13790
168867,3,11472
168867,4,11786
168868,1,20069
168868,2,14359
168868,3,12123
168868,4,12265
168869,1,18844
168869,2,13292
168869,3,11300
168869,4,12299
168870,1,18590
168870,2,13162
168870,3,11093
168870,4,12256
168871,1,17289
168871,2,11703
168871,3,10640
168871,4,11725
168872,1,17247
168872,2,10816
168872,3,10002
168872,4,12174
168873,1,16169
168873,2,10177
168873,3,9178
168873,4,12114
168874,1,14358
168874,2,9107
168874,3,8599
168874,4,11206
168875,1,16241
168875,2,9325
168875,3,8996
168875,4,12211
168876,1,15239
168876,2,8816
168876,3,8434
168876,4,11970
168877,1,16334
168877,2,9466
168877,3,9454
168877,4,12246
168878,1,14681
168878,2,9085
168878,3,9439
168878,4,11946
168879,1,15661
168879,2,9845
168879,3,10560
168879,4,13072
168880,1,15652
168880,2,10764
168880,3,10566
168880,4,13507
168881,1,14403
168881,2,10209
168881,3,9626
168881,4,14123
168882,1,16586
168882,2,11438
168882,3,11387
168882,4,13972
168883,1,15816
168883,2,10510
168883,3,10523
168883,4,15122
168884,1,14115
168884,2,10723
168884,3,11028
168884,4,15367
168885,1,11722
168885,2,8893
168885,3,9783
168885,4,14211
168886,1,11828
168886,2,14629
168886,3,11674
168886,4,17511
168887,1,14131
168887,2,10442
168887,3,9823
168887,4,15459
168888,1,12438
168888,2,10653
168888,3,9711
168888,4,15224
168889,1,12730
168889,2,11701
168889,3,10446
168889,4,15353
168890,1,12606
168890,2,11307
168890,3,9855
168890,4,16772
168891,1,14764
168891,2,11040
168891,3,9403
168891,4,15989
168892,1,12373
168892,2,13211
168892,3,12329
168892,4,15123
168893,1,13609
168893,2,13299
168893,3,12831
168893,4,15787
168894,1,14790
168894,2,12879
168894,3,14419
168894,4,17492
168895,1,17734
168895,2,14736
168895,3,14902
168895,4,17161
168896,1,15847
168896,2,14936
168896,3,14229
168896,4,17277
168897,1,11577
168897,2,12109
168897,3,12617
168897,4,16300
168898,1,13875
168898,2,13387
168898,3,15418
168898,4,17417
168899,1,12337
168899,2,12844
168899,3,14261
168899,4,17714
168900,1,14255
168900,2,12111
168900,3,14151
168900,4,17715
168901,1,14645
168901,2,13456
168901,3,14629
168901,4,18715
168902,1,12027
168902,2,13292
168902,3,15872
168902,4,17663
168903,1,15086
168903,2,13334
168903,3,14502
168903,4,19560
168904,1,15605
168904,2,14404
168904,3,14031
168904,4,18769
168905,1,14472
168905,2,14816
168905,3,17004
168905,4,19953
168906,1,16437
168906,2,16948
168906,3,17619
168906,4,19164
168907,1,14285
168907,2,13836
168907,3,16775
168907,4,20928
168908,1,16570
168908,2,16649
168908,3,16146
168908,4,24090
168909,1,12038
168909,2,16242
168909,3,17126
168909,4,22496
168910,1,11962
168910,2,14535
168910,3,18188
168910,4,22462
168911,1,15588
168911,2,16338
168911,3,15452
168911,4,24566
168912,1,13996
168912,2,16223
168912,3,18809
168912,4,21748
168913,1,15377
168913,2,15290
168913,3,18598
168913,4,21124
168914,1,14745
168914,2,16263
168914,3,16539
168914,4,21548
168915,1,16833
168915,2,18317
168915,3,20046
168915,4,23343
168916,1,14929
168916,2,18336
168916,3,18646
168916,4,22771
168917,1,14889
168917,2,18422
168917,3,19997
168917,4,23905
168918,1,11352
168918,2,18330
168918,3,16942
168918,4,25875
168919,1,11072
168919,2,17693
168919,3,18057
168919,4,26064
168920,1,12251
168920,2,15328
168920,3,22168
168920,4,22646
168921,1,10109
168921,2,15583
168921,3,20059
168921,4,28662
168922,1,9807
168922,2,17213
168922,3,22656
168922,4,24915
168923,1,9174
168923,2,16675
168923,3,19049
168923,4,23585
168924,1,10206
168924,2,16726
168924,3,18731
168924,4,21181
168925,1,12735
168925,2,20132
168925,3,23624
168925,4,27707
168926,1,9841
168926,2,18190
168926,3,19762
168926,4,30020
168927,1,13095
168927,2,14778
168927,3,23438
168927,4,27081
168928,1,8970
168928,2,16374
168928,3,24027
168928,4,29385
168929,1,12168
168929,2,17598
168929,3,26457
168929,4,27829
168930,1,15015
168930,2,21055
168930,3,24693
168930,4,27351
168931,1,11164
168931,2,16971
168931,3,28863
168931,4,30584
168932,1,9676
168932,2,19919
168932,3,22810
168932,4,25879
168933,1,12557
168933,2,20164
168933,3,19761
168933,4,26964
168934,1,11802
168934,2,16099
168934,3,20388
168934,4,27460
168935,1,12973
168935,2,18054
168935,3,20797
168935,4,27384
168936,1,11173
168936,2,19728
168936,3,21858
168936,4,26645
168937,1,9508
168937,2,21954
168937,3,24382
168937,4,29948
168938,1,10484
168938,2,23335
168938,3,26919
168938,4,30802
168939,1,13635
168939,2,18813
168939,3,25570
168939,4,29488
168940,1,14119
168940,2,21204
168940,3,23776
168940,4,28779
168941,1,10775
168941,2,18097
168941,3,27640
168941,4,27197
168942,1,12690
168942,2,20660
168942,3,24080
168942,4,37650
169446,1,18623
169446,2,20766
169446,3,21246
169446,4,22528
169447,1,13412
169447,2,18680
169447,3,25215
169447,4,21796
169448,1,13832
169448,2,23263
169448,3,21114
169448,4,24387
169449,1,19820
169449,2,17832
169449,3,20738
169449,4,19630
169450,1,17038
169450,2,14810
169450,3,20643
169450,4,20388
169451,1,10870
169451,2,17521
169451,3,15829
169451,4,19365
169452,1,8036
169452,2,17813
169452,3,21574
169452,4,21248
169453,1,11421
169453,2,17436
169453,3,19527
169453,4,21208
169454,1,9045
169454,2,16030
169454,3,21666
169454,4,18042
169455,1,12060
169455,2,18546
169455,3,17798
169455,4,18717
169456,1,16834
169456,2,14251
169456,3,19226
169456,4,21646
169457,1,17971
169457,2,24587
169457,3,10253
169457,4,14002
169458,1,14938
169458,2,17582
169458,3,21039
169458,4,20229
169459,1,13298
169459,2,22674
169459,3,19756
169459,4,18398
169460,1,6784
169460,2,6815
169460,3,17560
169460,4,21784
169461,1,12691
169461,2,11621
169461,3,15331
169461,4,21982
169462,1,7219
169462,2,18144
169462,3,16544
169462,4,21503
169463,1,10072
169463,2,18894
169463,4,19307
169464,1,14867
169464,2,17733
169464,3,25748
169464,4,18700
169465,1,7310
169465,2,13768
169465,3,18987
169465,4,16566
169466,1,13227
169466,2,19128
169466,3,17332
169466,4,16543
169467,1,15561
169467,2,15670
169467,3,18058
169467,4,18567
169468,1,17412
169468,2,25437
169468,3,12028
169468,4,18667
169469,1,12240
169469,2,18584
169469,3,19444
169469,4,19787
169470,1,9514
169470,2,22566
169470,3,12636
169470,4,17572
169471,1,20139
169471,2,23082
169471,3,18951
169471,4,16113
169472,1,15256
169472,2,18406
169472,3,16837
169472,4,16888
169473,1,22168
169473,2,19302
169473,3,17553
169473,4,16826
169474,1,18537
169474,2,19151
169474,3,16915
169474,4,15894
169475,1,20312
169475,2,21214
169475,3,16354
169475,4,16680
169476,1,17484
169476,2,17356
169476,3,15444
169476,4,15934
169477,1,21741
169477,2,16754
169477,3,17235
169477,4,14137
169478,1,20144
169478,2,16676
169478,3,16969
169478,4,15933
169479,1,21920
169479,2,18383
169479,3,15837
169479,4,15709
169480,1,20836
169480,2,16608
169480,3,16512
169480,4,14529
169481,1,19221
169481,2,16133
169481,3,14968
169481,4,13608
169482,1,19730
169482,2,18212
169482,3,15031
169482,4,14079
169483,1,20454
169483,2,16180
169483,3,14588
169483,4,12893
169484,1,20305
169484,2,18027
169484,3,13749
169484,4,12993
169485,1,19061
169485,2,17241
169485,3,13788
169485,4,12914
169486,1,20748
169486,2,17835
169486,3,14359
169486,4,13135
169487,1,21673
169487,2,17792
169487,3,13936
169487,4,12720
169488,1,20646
169488,2,17466
169488,3,13558
169488,4,12363
169489,1,20731
169489,2,16217
169489,3,13329
169489,4,12014
169490,1,20204
169490,2,16482
169490,3,12829
169490,4,11473
169491,1,18833
169491,2,15729
169491,3,12110
169491,4,11287
169492,1,20057
169492,2,16870
169492,3,12077
169492,4,10904
169493,1,20279
169493,2,15847
169493,3,11703
169493,4,10881
169494,1,20332
169494,2,16914
169494,3,12029
169494,4,10138
169495,1,21718
169495,2,16342
169495,3,11870
169495,4,10721
169496,1,20738
169496,2,15500
169496,3,11731
169496,4,10467
169497,1,20166
169497,2,16222
169497,3,11895
169497,4,10059
169498,1,20234
169498,2,15911
169498,3,10997
169498,4,9892
169499,1,18908
169499,2,15054
169499,3,10964
169499,4,9697
169500,1,21985
169500,2,16730
169500,3,11891
169500,4,10458
169501,1,19748
169501,2,15904
169501,3,11288
169501,4,9154
169502,1,19627
169502,2,15028
169502,3,9757
169502,4,8625
169503,1,19878
169503,2,13776
169503,3,9520
169503,4,8173
169504,1,20447
169504,2,14830
169504,3,9575
169504,4,7837
169505,1,18513
169505,2,14451
169505,3,8991
169505,4,7749
169506,1,21447
169506,2,12732
169506,3,9822
169506,4,7617
169507,1,20220
169507,2,14787
169507,3,9846
169507,4,7848
169508,1,20387
169508,2,14874
169508,3,9536
169508,4,7848
169509,1,20872
169509,2,15755
169509,3,10468
169509,4,8484
169510,1,19399
169510,2,14609
169510,3,9308
169510,4,7329
169511,1,18828
169511,2,14819
169511,3,8503
169511,4,6639
169512,1,20361
169512,2,15099
169512,3,9056
169512,4,6505
169513,1,19307
169513,2,14205
169513,3,8496
169513,4,6337
169514,1,20397
169514,2,14354
169514,3,8506
169514,4,6185
169515,1,18897
169515,2,14835
169515,3,8565
169515,4,6408
169516,1,19974
169516,2,15257
169516,3,9444
169516,4,7346
169517,1,21280
169517,2,15717
169517,3,10021
169517,4,7729
169518,1,22517
169518,2,16332
169518,3,10894
169518,4,8469
169519,1,22449
169519,2,16170
169519,3,10616
169519,4,8311
169520,1,23084
169520,2,16456
169520,3,10987
169520,4,8426
169521,1,23228
169521,2,16529
169521,3,10931
169521,4,8382
169522,1,21712
169522,2,15669
169522,3,10081
169522,4,7769
169523,1,21500
169523,2,15195
169523,3,9534
169523,4,7334
169524,1,21170
169524,2,14930
169524,3,9271
169524,4,7071
169525,1,20912
169525,2,14786
169525,3,9217
169525,4,6792
169526,1,20619
169526,2,15043
169526,3,9098
169526,4,6816
169527,1,21206
169527,2,14943
169527,3,9297
169527,4,7137
169528,1,21470
169528,2,14972
169528,3,9315
169528,4,7032
169529,1,21639
169529,2,15150
169529,3,9579
169529,4,7152
169530,1,20801
169530,2,14392
169530,3,8958
169530,4,6697
169531,1,19696
169531,2,13981
169531,3,8247
169531,4,6332
169532,1,20599
169532,2,14006
169532,3,8459
169532,4,6592
169533,1,21224
169533,2,14746
169533,3,9097
169533,4,7067
169534,1,21546
169534,2,14825
169534,3,9345
169534,4,7211
169535,1,21095
169535,2,14408
169535,3,8639
169535,4,6908
169536,1,21187
169536,2,14439
169536,3,8754
169536,4,6888
169537,1,20825
169537,2,14163
169537,3,8740
169537,4,6948
169538,1,21311
169538,2,14526
169538,3,9194
169538,4,7199
169539,1,21822
169539,2,14850
169539,3,9529
169539,4,7372
169540,1,21566
169540,2,14555
169540,3,9189
169540,4,7242
169541,1,20211
169541,2,13711
169541,3,8084
169541,4,6633
169542,1,20507
169542,2,13755
169542,3,8573
169542,4,6913
169543,1,20359
169543,2,13939
169543,3,8569
169543,4,7014
169544,1,20444
169544,2,13933
169544,3,8751
169544,4,7081
169545,1,20396
169545,2,13585
169545,3,8529
169545,4,7140
169546,1,20197
169546,2,13615
169546,3,8204
169546,4,7027
169547,1,20376
169547,2,13614
169547,3,8438
169547,4,7197
169548,1,20222
169548,2,13331
169548,3,8594
169548,4,7332
169549,1,19975
169549,2,13105
169549,3,7952
169549,4,7094
169550,1,19870
169550,2,13223
169550,3,8293
169550,4,7379
169551,1,20620
169551,2,13765
169551,3,8900
169551,4,7655
169552,1,21037
169552,2,14166
169552,3,9299
169552,4,7993
169553,1,20384
169553,2,13742
169553,3,8929
169553,4,7903
169554,1,19289
169554,2,12243
169554,3,7660
169554,4,7162
169555,1,18998
169555,2,12844
169555,3,7945
169555,4,7588
169556,1,20435
169556,2,13555
169556,3,8977
169556,4,8042
169557,1,19511
169557,2,12670
169557,3,7871
169557,4,7989
169558,1,20061
169558,2,13269
169558,3,8815
169558,4,8426
169559,1,19758
169559,2,13240
169559,3,8918
169559,4,8355
169560,1,19687
169560,2,12670
169560,3,8586
169560,4,8316
169561,1,19911
169561,2,12680
169561,3,8330
169561,4,8375
169562,1,19378
169562,2,12641
169562,3,8514
169562,4,8569
169563,1,18884
169563,2,12182
169563,3,8289
169563,4,8514
169564,1,18246
169564,2,11002
169564,3,7538
169564,4,8257
169565,1,19389
169565,2,10854
169565,3,7636
169565,4,8647
169566,1,18344
169566,2,11365
169566,3,7892
169566,4,8676
169567,1,18454
169567,2,10815
169567,3,7651
169567,4,8795
169568,1,18595
169568,2,11279
169568,3,8316
169568,4,8995
169569,1,18459
169569,2,11418
169569,3,8274
169569,4,9126
169570,1,17945
169570,2,11590
169570,3,8641
169570,4,9332
169571,1,19329
169571,2,13551
169571,3,10462
169571,4,10386
169572,1,18750
169572,2,13305
169572,3,10357
169572,4,10522
169573,1,18640
169573,2,12185
169573,3,9515
169573,4,10112
169574,1,18630
169574,2,11449
169574,3,9083
169574,4,10373
169575,1,18641
169575,2,11513
169575,3,9110
169575,4,10547
169576,1,19108
169576,2,12666
169576,3,10252
169576,4,10840
169577,1,19294
169577,2,13349
169577,3,11095
169577,4,11304
169578,1,18537
169578,2,12722
169578,3,10378
169578,4,11115
169579,1,18878
169579,2,12504
169579,3,10507
169579,4,11213
169580,1,18785
169580,2,12971
169580,3,10708
169580,4,11475
169581,1,19515
169581,2,13680
169581,3,11329
169581,4,11947
169582,1,18967
169582,2,13468
169582,3,11490
169582,4,12186
169583,1,19363
169583,2,14115
169583,3,11821
169583,4,12278
169584,1,19131
169584,2,13842
169584,3,11854
169584,4,12493
169585,1,18082
169585,2,12646
169585,3,11521
169585,4,12222
169586,1,17331
169586,2,11810
169586,3,10768
169586,4,12459
169587,1,17258
169587,2,11390
169587,3,10855
169587,4,12407
169588,1,15429
169588,2,10526
169588,3,9797
169588,4,12667
169589,1,15563
169589,2,9674
169589,3,10093
169589,4,13079
169590,1,17090
169590,2,9831
169590,3,10066
169590,4,13039
169591,1,15351
169591,2,9757
169591,3,9024
169591,4,12373
169592,1,14630
169592,2,9230
169592,3,9304
169592,4,13123
169593,1,15563
169593,2,10126
169593,3,10304
169593,4,12626
169594,1,15609
169594,2,10909
169594,3,11007
169594,4,13111
169595,1,15076
169595,2,11326
169595,3,11272
169595,4,13474
169596,1,16542
169596,2,11268
169596,3,11291
169596,4,14460
169597,1,14181
169597,2,9909
169597,3,9867
169597,4,15702
169598,1,13959
169598,2,10603
169598,3,10712
169598,4,15114
169599,1,12441
169599,2,12216
169599,3,11338
169599,4,14519
169600,1,11233
169600,2,13328
169600,3,9825
169600,4,17917
169601,1,14678
169601,2,10580
169601,3,10567
169601,4,16703
169602,1,13663
169602,2,10963
169602,3,10234
169602,4,16270
169603,1,16365
169603,2,12096
169603,3,12884
169603,4,16205
169604,1,15796
169604,2,11185
169604,3,11178
169604,4,16376
169605,1,14857
169605,2,10834
169605,3,10993
169605,4,15690
169606,1,12464
169606,2,11914
169606,3,11699
169606,4,16835
169607,1,12599
169607,2,13758
169607,3,12652
169607,4,17878
169608,1,12519
169608,2,13292
169608,3,10969
169608,4,17932
169609,1,13684
169609,2,12179
169609,3,13446
169609,4,17309
169610,1,15416
169610,2,13422
169610,3,12920
169610,4,18622
169611,1,13272
169611,2,13209
169611,3,13284
169611,4,17979
169612,1,13072
169612,2,13811
169612,3,15057
169612,4,17196
169613,1,13810
169613,2,13378
169613,3,13956
169613,4,17089
169614,1,15142
169614,2,13966
169614,3,14531
169614,4,17805
169615,1,13551
169615,2,13142
169615,3,15014
169615,4,18411
169616,1,13216
