visit_grid,ses2,distance
188895,2,19199
188895,3,18824
188895,4,22069
188896,1,18865
188896,2,19776
188896,3,19421
188896,4,23002
188897,1,19676
188897,2,21637
188897,3,21050
188897,4,22691
188898,1,20963
188898,2,22675
188898,3,21438
188898,4,23588
188899,1,21270
188899,2,21409
188899,3,21961
188899,4,23256
188900,1,22922
188900,2,22770
188900,3,22304
188900,4,24446
188901,1,22007
188901,2,22227
188901,3,22322
188901,4,23610
188902,1,23290
188902,2,22313
188902,3,22391
188902,4,24145
188903,1,20159
188903,2,22489
188903,3,21178
188903,4,24658
188904,1,20617
188904,2,22071
188904,3,22753
188904,4,25417
188905,1,19009
188905,2,23527
188905,3,22220
188905,4,25069
188906,1,18809
188906,2,21889
188906,3,25943
188906,4,25473
188907,1,20133
188907,2,22194
188907,3,23341
188907,4,25433
188908,1,18920
188908,2,22835
188908,3,23050
188908,4,25673
188909,1,17466
188909,2,23495
188909,3,22923
188909,4,26672
188910,1,17780
188910,2,24605
188910,3,24694
188910,4,26803
188911,1,19342
188911,2,23443
188911,3,23629
188911,4,26644
188912,1,19479
188912,2,24623
188912,3,24301
188912,4,26821
188913,1,18040
188913,2,23955
188913,3,24443
188913,4,27154
188914,1,21999
188914,2,23164
188914,3,24198
188914,4,27078
188915,1,20230
188915,2,26444
188915,3,24467
188915,4,27949
188916,1,21021
188916,2,24693
188916,3,23911
188916,4,27999
188917,1,21095
188917,2,25028
188917,3,25811
188917,4,27551
188918,1,18553
188918,2,25602
188918,3,26070
188918,4,29554
189444,1,22579
189444,2,23487
189444,3,21541
189444,4,23973
189445,1,24020
189445,2,26220
189445,3,22950
189445,4,23279
189446,1,23296
189446,2,23125
189446,3,22038
189446,4,20635
189447,1,20738
189447,2,22356
189447,3,19587
189447,4,23278
189448,1,32034
189448,2,20210
189448,3,26576
189448,4,24883
189449,1,21599
189449,2,26363
189449,3,25959
189449,4,24692
189450,1,24061
189450,2,23072
189450,3,18310
189450,4,22274
189451,1,35826
189451,2,18247
189451,3,18231
189451,4,22476
189452,1,25504
189452,2,21474
189452,3,16608
189452,4,20815
189453,1,21301
189453,2,21518
189453,3,21425
189453,4,21827
189454,1,19498
189454,2,7883
189454,3,19541
189454,4,21244
189455,1,34854
189455,2,17805
189455,3,12493
189455,4,25475
189456,1,30054
189456,2,16435
189456,3,16302
189456,4,19133
189457,1,23954
189457,2,19824
189457,3,20779
189457,4,21730
189458,1,28061
189458,2,24573
189458,3,20608
189458,4,21525
189459,1,28166
189459,2,24400
189459,3,21374
189459,4,20859
189460,1,29541
189460,2,24116
189460,3,20887
189460,4,21108
189461,1,28248
189461,2,23434
189461,3,19935
189461,4,20079
189462,1,27931
189462,2,23130
189462,3,19662
189462,4,20281
189463,1,26680
189463,2,21324
189463,3,19525
189463,4,19928
189464,1,25649
189464,2,21369
189464,3,19083
189464,4,19414
189465,1,26698
189465,2,21645
189465,3,18440
189465,4,18576
189466,1,27705
189466,2,21905
189466,3,17179
189466,4,17634
189467,1,25682
189467,2,21534
189467,3,17868
189467,4,17634
189468,1,27288
189468,2,22650
189468,3,17926
189468,4,18466
189469,1,27378
189469,2,22714
189469,3,18849
189469,4,18127
189470,1,26825
189470,2,22093
189470,3,18084
189470,4,17472
189471,1,25400
189471,2,20838
189471,3,17191
189471,4,16978
189472,1,25257
189472,2,19996
189472,3,16538
189472,4,16765
189473,1,25243
189473,2,18460
189473,3,16606
189473,4,16822
189474,1,23220
189474,2,18335
189474,3,16032
189474,4,16558
189475,1,23587
189475,2,19274
189475,3,15467
189475,4,16177
189476,1,23936
189476,2,19627
189476,3,15935
189476,4,16094
189477,1,24820
189477,2,19890
189477,3,15458
189477,4,15426
189478,1,24820
189478,2,18587
189478,3,14894
189478,4,15285
189479,1,25681
189479,2,17536
189479,3,14522
189479,4,15268
189480,1,22798
189480,2,17262
189480,3,13604
189480,4,14778
189481,1,23220
189481,2,14615
189481,3,13205
189481,4,13745
189482,1,24360
189482,2,18276
189482,3,13688
189482,4,13992
189483,1,21979
189483,2,15196
189483,3,12859
189483,4,13422
189484,1,21954
189484,2,17475
189484,3,11833
189484,4,13752
189485,1,24288
189485,2,16178
189485,3,10901
189485,4,13509
189486,1,24250
189486,2,15007
189486,3,11656
189486,4,12153
189487,1,21482
189487,2,17076
189487,3,12136
189487,4,12377
189488,1,23718
189488,2,16214
189488,3,11869
189488,4,12990
189489,1,22293
189489,2,17072
189489,3,11336
189489,4,11668
189490,1,26998
189490,2,18169
189490,3,13158
189490,4,13212
189491,1,22489
189491,2,17079
189491,3,13218
189491,4,13394
189492,1,23452
189492,2,18985
189492,3,13958
189492,4,13787
189493,1,24520
189493,2,19712
189493,3,15006
189493,4,14516
189494,1,23204
189494,2,18564
189494,3,13664
189494,4,13424
189495,1,24598
189495,2,19718
189495,3,14271
189495,4,14083
189496,1,23957
189496,2,18384
189496,3,13047
189496,4,13682
189497,1,23449
189497,2,17890
189497,3,12884
189497,4,13342
189498,1,22795
189498,2,18374
189498,3,13644
189498,4,13445
189499,1,24076
189499,2,19758
189499,3,14264
189499,4,13919
189500,1,24554
189500,2,19780
189500,3,14335
189500,4,13684
189501,1,22233
189501,2,17329
189501,3,12216
189501,4,12512
189502,1,21480
189502,2,17062
189502,3,11842
189502,4,11951
189503,1,23111
189503,2,17399
189503,3,12183
189503,4,12535
189504,1,22784
189504,2,18275
189504,3,12635
189504,4,12851
189505,1,25679
189505,2,19001
189505,3,13224
189505,4,12969
189506,1,22182
189506,2,17224
189506,3,12157
189506,4,12167
189507,1,21308
189507,2,16221
189507,3,11218
189507,4,11643
189508,1,22703
189508,2,17294
189508,3,12259
189508,4,12484
189509,1,24005
189509,2,18399
189509,3,12975
189509,4,12807
189510,1,23939
189510,2,18613
189510,3,12870
189510,4,12688
189511,1,23800
189511,2,18702
189511,3,12758
189511,4,12784
189512,1,25539
189512,2,19434
189512,3,13682
189512,4,13202
189513,1,24985
189513,2,18909
189513,3,13330
189513,4,12932
189514,1,21322
189514,2,16436
189514,3,10969
189514,4,11442
189515,1,20805
189515,2,15921
189515,3,10740
189515,4,11352
189516,1,19609
189516,2,14433
189516,3,10211
189516,4,11047
189517,1,19315
189517,2,14781
189517,3,9761
189517,4,11096
189518,1,23590
189518,2,18184
189518,3,12771
189518,4,12517
189519,1,22251
189519,2,17135
189519,3,11533
189519,4,11819
189520,1,21166
189520,2,15841
189520,3,10825
189520,4,11192
189521,1,19657
189521,2,15446
189521,3,10664
189521,4,11421
189522,1,18365
189522,2,14191
189522,3,9644
189522,4,11052
189523,1,19764
189523,2,14300
189523,3,9769
189523,4,10940
189524,1,20967
189524,2,15800
189524,3,10853
189524,4,11734
189525,1,21429
189525,2,16275
189525,3,11195
189525,4,11782
189526,1,20880
189526,2,15474
189526,3,10432
189526,4,11580
189527,1,20754
189527,2,15580
189527,3,10456
189527,4,11420
189528,1,18267
189528,2,14177
189528,3,9434
189528,4,11320
189529,1,20348
189529,2,16046
189529,3,11120
189529,4,11909
189530,1,16941
189530,2,13071
189530,3,8872
189530,4,10832
189531,1,18123
189531,2,13758
189531,3,9988
189531,4,11692
189532,1,18864
189532,2,14571
189532,3,10454
189532,4,11587
189533,1,15809
189533,2,12756
189533,3,8819
189533,4,10991
189534,1,13008
189534,2,10486
189534,3,6823
189534,4,10420
189535,1,14100
189535,2,10174
189535,3,7139
189535,4,10430
189536,1,13889
189536,2,10259
189536,3,7123
189536,4,11054
189537,1,13407
189537,2,8847
189537,3,5866
189537,4,11004
189538,1,12328
189538,2,7525
189538,3,7107
189538,4,12138
189539,1,12741
189539,2,8465
189539,3,7345
189539,4,11613
189540,1,15103
189540,2,10342
189540,3,8019
189540,4,11919
189541,1,14586
189541,2,9918
189541,3,7799
189541,4,11082
189542,1,15762
189542,2,11264
189542,3,8745
189542,4,11778
189543,1,17809
189543,2,13154
189543,3,9573
189543,4,12055
189544,1,17254
189544,2,13420
189544,3,9749
189544,4,12377
189545,1,19030
189545,2,14243
189545,3,9669
189545,4,12187
189546,1,20047
189546,2,15123
189546,3,10905
189546,4,12407
189547,1,20003
189547,2,15142
189547,3,11243
189547,4,12550
189548,1,19725
189548,2,14322
189548,3,10747
189548,4,12674
189549,1,20241
189549,2,15256
189549,3,11219
189549,4,12750
189550,1,20668
189550,2,15314
189550,3,11031
189550,4,12676
189551,1,19298
189551,2,14102
189551,3,10606
189551,4,12736
189552,1,18723
189552,2,14184
189552,3,10497
189552,4,12617
189553,1,18481
189553,2,13727
189553,3,10690
189553,4,12943
189554,1,19438
189554,2,14818
189554,3,10864
189554,4,12742
189555,1,21038
189555,2,15895
189555,3,11592
189555,4,13368
189556,1,19866
189556,2,14376
189556,3,10919
189556,4,13048
189557,1,16542
189557,2,12449
189557,3,9806
189557,4,12658
189558,1,15124
189558,2,10697
189558,3,9134
189558,4,12546
189559,1,15842
189559,2,10752
189559,3,9494
189559,4,12023
189560,1,16515
189560,2,10190
189560,3,9115
189560,4,12672
189561,1,17938
189561,2,11593
189561,3,9328
189561,4,12774
189562,1,16125
189562,2,9890
189562,3,8948
189562,4,12939
189563,1,17617
189563,2,11064
189563,3,9660
189563,4,12685
189564,1,17608
189564,2,11082
189564,3,9928
189564,4,12983
189565,1,17336
189565,2,12950
189565,3,9316
189565,4,13471
189566,1,19550
189566,2,12025
189566,3,10047
189566,4,13859
189567,1,19048
189567,2,12744
189567,3,10191
189567,4,14069
189568,1,18765
189568,2,13235
189568,3,10852
189568,4,13504
189569,1,18638
189569,2,13337
189569,3,12016
189569,4,14081
189570,1,18008
189570,2,12808
189570,3,11780
189570,4,14890
189571,1,17342
189571,2,13653
189571,3,11321
189571,4,13543
189572,1,18981
189572,2,15110
189572,3,12012
189572,4,14555
189573,1,19466
189573,2,15606
189573,3,13361
189573,4,15465
189574,1,20019
189574,2,15881
189574,3,13706
189574,4,15589
189575,1,18533
189575,2,15189
189575,3,12679
189575,4,15397
189576,1,18405
189576,2,15558
189576,3,13677
189576,4,15841
189577,1,17501
189577,2,14405
189577,3,12746
189577,4,15898
189578,1,19386
189578,2,14662
189578,3,12998
189578,4,15128
189579,1,20544
189579,2,16168
189579,3,14529
189579,4,16277
189580,1,19628
189580,2,15306
189580,3,13084
189580,4,15955
189581,1,19359
189581,2,15834
189581,3,13739
189581,4,16058
189582,1,19681
189582,2,15667
189582,3,14091
189582,4,16324
189583,1,19719
189583,2,16295
189583,3,14431
189583,4,16632
189584,1,19956
189584,2,16217
189584,3,14230
189584,4,16672
189585,1,19734
189585,2,16137
189585,3,14478
189585,4,16675
189586,1,19460
189586,2,15350
189586,3,14288
189586,4,16656
189587,1,17643
189587,2,15152
189587,3,14928
189587,4,17549
189588,1,17514
189588,2,16047
189588,3,14236
189588,4,17167
189589,1,17525
189589,2,16989
189589,3,15251
189589,4,18264
189590,1,17635
189590,2,16316
189590,3,15501
189590,4,17588
189591,1,18070
189591,2,16116
189591,3,15397
189591,4,18883
189592,1,20043
189592,2,16529
189592,3,14749
189592,4,17631
189593,1,17871
189593,2,17233
189593,3,14973
189593,4,20068
189594,1,16855
189594,2,17997
189594,3,15845
189594,4,19365
189595,1,20789
189595,2,16648
189595,3,16700
189595,4,19527
189596,1,17639
189596,2,16885
189596,3,15741
189596,4,19401
189597,1,16511
189597,2,16209
189597,3,15668
189597,4,19272
189598,1,18635
189598,2,17860
189598,3,16637
189598,4,18491
189599,1,19416
189599,2,17696
189599,3,17271
189599,4,20319
189600,1,18541
189600,2,17714
189600,3,17017
189600,4,20442
189601,1,19313
189601,2,19643
189601,3,18320
189601,4,20952
189602,1,18501
189602,2,18180
189602,3,18998
189602,4,20882
189603,1,18902
189603,2,18445
189603,3,18534
189603,4,21165
189604,1,17626
189604,2,18134
189604,3,18947
189604,4,21496
189605,1,20343
189605,2,19893
189605,3,17837
189605,4,21544
189606,1,18974
189606,2,19604
189606,3,19224
189606,4,21023
189607,1,18345
189607,2,18957
189607,3,19374
189607,4,21743
189608,1,19289
189608,2,19948
189608,3,19332
189608,4,22543
189609,1,18251
189609,2,20011
189609,3,19532
189609,4,22339
189610,1,20071
189610,2,20446
189610,3,19940
189610,4,22654
189611,1,22222
189611,2,22092
189611,3,21445
189611,4,23350
189612,1,22191
189612,2,20978
189612,3,20651
189612,4,23968
189613,1,19947
189613,2,21820
189613,3,22003
189613,4,23764
189614,1,22191
189614,2,21906
189614,3,22504
189614,4,23877
189615,1,21220
189615,2,21939
189615,3,21749
189615,4,23919
189616,1,21426
189616,2,23003
189616,3,22142
189616,4,23661
189617,1,19037
189617,2,21755
189617,3,22154
189617,4,24269
189618,1,18412
189618,2,21866
189618,3,22106
189618,4,25137
189619,1,18743
189619,2,22437
189619,3,22524
189619,4,24989
189620,1,21711
189620,2,22890
189620,3,23208
189620,4,25487
189621,1,22850
189621,2,23344
189621,3,23743
189621,4,25554
189622,1,17742
189622,2,22585
189622,3,22960
189622,4,25610
189623,1,18934
189623,2,22700
189623,3,24135
189623,4,26437
189624,1,18278
189624,2,21914
189624,3,24097
189624,4,26503
189625,1,18807
189625,2,21789
189625,3,22642
189625,4,26455
189626,1,20693
189626,2,24124
189626,3,24578
189626,4,26578
189627,1,24674
189627,2,24908
189627,3,24143
189627,4,26946
189628,1,22436
189628,2,22545
189628,3,25000
189628,4,26888
189629,1,20048
189629,2,24471
189629,3,25725
189629,4,29016
189630,1,21945
189630,2,24268
189630,3,24169
189630,4,28720
189631,1,19427
189631,2,23988
189631,3,24915
189631,4,30147
190158,1,22465
190158,2,20820
190158,3,22239
190158,4,24073
190159,1,25702
190159,2,28112
190159,3,23289
190159,4,23343
190160,1,23827
190160,2,17646
190160,3,23104
190160,4,24034
190161,1,23616
190161,2,29352
190161,3,21628
190161,4,23307
190162,1,22660
190162,2,27869
190162,3,26146
190162,4,25825
190163,1,35411
190163,2,19542
190163,3,25788
190163,4,22155
190164,1,30346
190164,2,23808
190164,3,23808
190164,4,22466
190165,1,29263
190165,2,22782
190165,3,23701
190165,4,20850
190166,1,17177
190166,2,21036
190166,3,16388
190166,4,23108
190167,1,30718
190167,2,13390
190167,3,18073
190167,4,19821
190168,1,23650
190168,2,14571
190168,3,18171
190168,4,18096
190169,1,24740
190169,2,18365
190169,3,16622
190169,4,21670
190170,1,27644
190170,2,25702
190170,3,16516
190170,4,21500
190171,1,30258
190171,2,20824
190171,3,21647
190171,4,20419
190172,1,29686
190172,2,18602
190172,3,18205
190172,4,21440
190173,1,29468
190173,2,22430
190173,3,20435
190173,4,20022
190174,1,28069
190174,2,23193
190174,3,19968
190174,4,20982
190175,1,26012
190175,2,21248
190175,3,19533
190175,4,20323
190176,1,28517
190176,2,21519
190176,3,19458
190176,4,19856
190177,1,23115
190177,2,19471
190177,3,19018
190177,4,19933
190178,1,28414
190178,2,22710
190178,3,18537
190178,4,19706
190179,1,26948
190179,2,21300
190179,3,18179
190179,4,18393
190180,1,25849
190180,2,19770
190180,3,18012
190180,4,18273
190181,1,23203
190181,2,20214
190181,3,18098
190181,4,17327
190182,1,25477
190182,2,21536
190182,3,17902
190182,4,17609
190183,1,26427
190183,2,20971
190183,3,17367
190183,4,17347
190184,1,25122
190184,2,21701
190184,3,17646
190184,4,17515
190185,1,23710
190185,2,19461
190185,3,16387
190185,4,16877
190186,1,25348
190186,2,17948
190186,3,15670
190186,4,15870
190187,1,24705
190187,2,16578
190187,3,15844
190187,4,14831
190188,1,25534
190188,2,17605
190188,3,15420
190188,4,16204
190189,1,21265
190189,2,18861
190189,3,15447
190189,4,16284
190190,1,24573
190190,2,19336
190190,3,15144
190190,4,15809
190191,1,25399
190191,2,19854
190191,3,16249
190191,4,15310
190192,1,25075
190192,2,19574
190192,3,14766
190192,4,15509
190193,1,23394
190193,2,15876
190193,3,14015
190193,4,13904
190194,1,21585
190194,2,16295
190194,3,13605
190194,4,14760
190195,1,18369
190195,2,17951
190195,3,12488
190195,4,13961
190196,1,21103
190196,2,15407
190196,3,12419
190196,4,14767
190197,1,23863
190197,2,16886
190197,3,12921
190197,4,13830
190198,1,24312
190198,2,13469
190198,3,11507
190198,4,13730
190199,1,21631
190199,2,14902
190199,3,11634
190199,4,12990
190200,1,25688
190200,2,15042
190200,3,12243
190200,4,14044
190201,1,21642
190201,2,16134
190201,3,11667
190201,4,13063
190202,1,23382
190202,2,16732
190202,3,12349
190202,4,13537
190203,1,24586
190203,2,16478
190203,3,11986
190203,4,12507
190204,1,22871
190204,2,15034
190204,3,12219
190204,4,12815
190205,1,23017
190205,2,17415
190205,3,11924
190205,4,12463
190206,1,23374
190206,2,18023
190206,3,13463
190206,4,13650
190207,1,23747
190207,2,18043
190207,3,12985
190207,4,13300
190208,1,23472
190208,2,17733
190208,3,12675
190208,4,13202
190209,1,22215
190209,2,18279
190209,3,13875
190209,4,13304
190210,1,21648
190210,2,16795
190210,3,12248
190210,4,12198
190211,1,21882
190211,2,17412
190211,3,12633
190211,4,13027
190212,1,22307
190212,2,17985
190212,3,13520
190212,4,13456
190213,1,22509
190213,2,18547
190213,3,13980
190213,4,13706
190214,1,22773
190214,2,18211
